,date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,countlove,wiki,ipsos
3,2020-06-01,Vancouver,Washington,10,10,10,0,0,0,0,0,1,0
4,2020-06-05,Sequim,Washington,130,130,130,0,0,0,0,0,1,0
5,2020-05-29,Hampton,Virginia,100,100,100,0,0,0,0,0,1,0
7,2020-05-30,Hammond,Indiana,100,100,100,0,0,0,0,0,1,0
8,2020-05-25,Snohomish,Washington,200,200,200,0,0,0,0,0,1,0
9,2020-05-26,AnnArbor,Michigan,20,20,20,NA,NA,NA,NA,1,0,0
10,2020-05-26,Hammond,Indiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
11,2020-05-26,Houston,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
12,2020-05-26,LosAngeles,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
13,2020-05-26,Minneapolis,Minnesota,2000,2000,2000,NA,NA,NA,NA,1,1,0
14,2020-05-26,Snohomish,Washington,NA,NA,NA,0,0,0,0,0,1,0
15,2020-05-26,St.Paul,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
16,2020-05-26,Ypsilanti,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
17,2020-05-27,AnnArbor,Michigan,100,100,100,NA,NA,NA,NA,1,0,0
18,2020-05-27,Chadron,Nebraska,20,20,20,NA,NA,NA,NA,1,0,0
19,2020-05-27,Duluth,Minnesota,100,100,100,NA,NA,NA,NA,1,0,0
20,2020-05-27,LosAngeles,California,200,200,200,NA,NA,NA,NA,1,0,0
21,2020-05-27,Memphis,Tennessee,70,40,55,0,1,0,1,1,1,0
22,2020-05-27,Minneapolis,Minnesota,8100,8100,8100,NA,NA,NA,NA,1,1,0
23,2020-05-27,Olympia,Washington,NA,NA,NA,NA,NA,NA,NA,1,0,0
24,2020-05-27,Snohomish,Washington,NA,NA,NA,0,0,0,0,0,1,0
25,2020-05-27,SouthSacramento,California,20,20,20,NA,NA,NA,NA,1,0,0
26,2020-05-27,St.Paul,Minnesota,100,100,100,NA,NA,NA,NA,1,0,0
27,2020-05-27,Willingboro,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
28,2020-05-27,Ypsilanti,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
29,2020-05-28,Albuquerque,NewMexico,800,200,500,1,0,1,1,1,1,1
30,2020-05-28,AnnArbor,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
31,2020-05-28,AppleValley,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
32,2020-05-28,Birmingham,Alabama,100,100,100,NA,NA,NA,NA,1,0,0
33,2020-05-28,Blaine,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
34,2020-05-28,Boston,Massachusetts,20,100,60,1,0,0,1,1,1,0
35,2020-05-28,Brainerd,Minnesota,60,60,60,NA,NA,NA,NA,1,0,0
36,2020-05-28,Carlsbad,NewMexico,NA,NA,NA,0,0,0,0,1,0,1
37,2020-05-28,Chicago,Illinois,20,20,20,NA,NA,NA,NA,1,0,0
38,2020-05-28,Columbus,Ohio,400,300,350,1,0,1,1,1,1,0
39,2020-05-28,Denver,Colorado,1000,1000,1000,1,0,1,1,1,1,0
40,2020-05-28,Duluth,Minnesota,100,100,100,0,0,0,0,0,1,0
41,2020-05-28,Fontana,California,100,100,100,NA,NA,NA,NA,1,0,0
42,2020-05-28,FortCollins,Colorado,100,100,100,0,0,0,0,1,1,0
43,2020-05-28,Framingham,Massachusetts,30,30,30,0,0,0,0,1,1,0
44,2020-05-28,Fridley,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
45,2020-05-28,Harrisonburg,Virginia,NA,NA,NA,0,0,0,0,0,1,0
46,2020-05-28,Hayward,California,50,50,50,NA,NA,NA,NA,1,0,0
47,2020-05-28,JohnsonCity,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
48,2020-05-28,Lansing,Michigan,50,50,50,NA,NA,NA,NA,1,0,0
49,2020-05-28,LasVegas,Nevada,100,100,100,NA,NA,NA,NA,1,0,0
50,2020-05-28,LosAngeles,California,100,100,100,NA,NA,NA,NA,1,0,0
51,2020-05-28,Louisville,Kentucky,500,500,500,1,0,1,1,1,1,1
52,2020-05-28,Maplewood,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
53,2020-05-28,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
54,2020-05-28,Minneapolis,Minnesota,2000,2000,2000,NA,NA,NA,NA,1,1,0
55,2020-05-28,NewYork,NewYork,300,300,300,NA,NA,NA,NA,1,1,0
56,2020-05-28,Oakland,California,60,60,60,NA,NA,NA,NA,1,0,0
57,2020-05-28,Omaha,Nebraska,40,40,40,NA,NA,NA,NA,1,0,0
58,2020-05-28,Petal,Mississippi,200,200,200,0,0,0,0,0,1,0
59,2020-05-28,Phoenix,Arizona,200,100,150,1,0,1,1,1,1,1
60,2020-05-28,PittsfieldCharterTownship,Michigan,300,300,300,NA,NA,NA,NA,1,0,0
61,2020-05-28,Portland,Oregon,100,100,100,0,0,0,0,1,1,0
62,2020-05-28,Roseville,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
63,2020-05-28,SanJose,California,5,5,5,NA,NA,NA,NA,1,0,0
64,2020-05-28,SantaMonica,California,NA,NA,NA,0,0,0,0,0,1,0
65,2020-05-28,Snohomish,Washington,NA,NA,NA,0,0,0,0,0,1,0
66,2020-05-28,St.Anthony,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
67,2020-05-28,St.Louis,Missouri,15,15,15,NA,NA,NA,NA,1,0,0
68,2020-05-28,St.Paul,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
69,2020-05-28,St.Peter,Minnesota,300,300,300,NA,NA,NA,NA,1,0,0
70,2020-05-28,Stanwood,Washington,1,1,1,0,0,0,0,0,1,0
71,2020-05-28,Vallejo,California,100,100,100,0,0,0,0,1,1,0
72,2020-05-28,WestSt.Paul,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,0,0
73,2020-05-28,Willingboro,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
74,2020-05-28,Windermere,Florida,10,10,10,NA,NA,NA,NA,1,0,0
75,2020-05-28,Ypsilanti,Michigan,100,100,100,0,0,0,0,1,1,0
76,2020-05-29,Albuquerque,NewMexico,NA,NA,NA,NA,NA,NA,NA,1,0,0
77,2020-05-29,Alton,Illinois,NA,NA,NA,NA,NA,NA,NA,1,0,0
78,2020-05-29,Anchorage,Alaska,NA,NA,NA,NA,NA,NA,NA,1,0,0
79,2020-05-29,AnnArbor,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
80,2020-05-29,Appleton,Wisconsin,NA,NA,NA,0,0,0,0,0,0,1
81,2020-05-29,Arlington,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
82,2020-05-29,Astoria,Oregon,NA,NA,NA,0,0,0,0,0,1,0
83,2020-05-29,Athens,Georgia,100,100,100,1,0,1,1,0,1,0
84,2020-05-29,Atlanta,Georgia,NA,NA,NA,NA,NA,NA,NA,1,0,0
85,2020-05-29,Austin,Texas,75,12,43.5,0,0,0,0,1,1,0
86,2020-05-29,Bakersfield,California,200,200,200,1,1,1,1,1,0,1
87,2020-05-29,Baltimore,Maryland,NA,NA,NA,0,0,0,0,1,1,1
88,2020-05-29,BayCity,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
89,2020-05-29,Beaufort,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
90,2020-05-29,Bellingham,Washington,NA,NA,NA,NA,NA,NA,NA,1,1,0
91,2020-05-29,Bethel,Connecticuticut,NA,NA,NA,NA,NA,NA,NA,1,0,0
92,2020-05-29,Blacksburg,Virginia,50,50,50,NA,NA,NA,NA,1,0,0
93,2020-05-29,Bloomington,Illinois,15,15,15,0,0,0,0,1,1,0
94,2020-05-29,BlueSprings,Missouri,10,10,10,NA,NA,NA,NA,1,0,0
95,2020-05-29,Boerne,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
96,2020-05-29,Boston,Massachusetts,200,200,200,1,0,0,1,1,1,1
97,2020-05-29,Boulder,Colorado,50,50,50,0,0,0,0,1,1,0
98,2020-05-29,BowlingGreen,Kentucky,NA,NA,NA,1,0,0,0,1,1,0
99,2020-05-29,Brainerd,Minnesota,60,60,60,0,0,0,0,0,1,0
100,2020-05-29,Brunswick,Georgia,NA,NA,NA,NA,NA,NA,NA,1,0,0
101,2020-05-29,Buffalo,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
102,2020-05-29,Canton,Ohio,200,100,150,0,0,0,1,1,1,0
103,2020-05-29,CedarRapids,Iowa,NA,NA,NA,0,0,0,0,0,1,0
104,2020-05-29,Charlotte,NorthCarolina,250,100,175,1,0,1,1,1,1,1
105,2020-05-29,Charlottesville,Virginia,15,15,15,0,0,0,0,0,1,0
106,2020-05-29,Cheyenne,Wyoming,125,125,125,0,0,0,0,1,1,1
107,2020-05-29,Chicago,Illinois,200,200,200,0,0,0,0,1,1,1
108,2020-05-29,Cincinnati,Ohio,500,200,350,1,0,1,1,1,1,1
109,2020-05-29,CollegeStation,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
110,2020-05-29,Columbia,Missouri,650,650,650,NA,NA,NA,NA,1,0,0
111,2020-05-29,Columbus,Ohio,100,100,100,1,0,1,1,1,1,1
112,2020-05-29,Dallas,Texas,1000,1000,1000,1,0,1,0,1,1,0
113,2020-05-29,Denver,Colorado,100,100,100,NA,NA,NA,NA,1,0,0
114,2020-05-29,DesMoines,Iowa,1000,100,550,1,0,1,1,1,1,0
115,2020-05-29,Detroit,Michigan,1500,100,800,1,1,1,0,1,1,0
116,2020-05-29,Elkhart,Indiana,200,200,200,NA,NA,NA,NA,1,0,0
117,2020-05-29,Elmira,NewYork,50,50,50,NA,NA,NA,NA,1,0,0
118,2020-05-29,ElPaso,Texas,NA,NA,NA,0,0,1,0,1,1,0
119,2020-05-29,Eugene,Oregon,300,200,250,1,0,1,0,1,1,0
120,2020-05-29,Flagstaff,Arizona,100,100,100,0,0,0,0,1,1,1
121,2020-05-29,Fontana,California,100,100,100,1,0,1,0,0,1,0
122,2020-05-29,FortWayne,Indiana,200,100,150,1,0,1,1,1,1,0
123,2020-05-29,FortWorth,Texas,200,200,200,0,0,0,0,1,1,0
124,2020-05-29,Fresno,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
125,2020-05-29,Geneva,Illinois,100,100,100,NA,NA,NA,NA,1,0,0
126,2020-05-29,GrandMarais,Minnesota,100,100,100,NA,NA,NA,NA,1,0,0
127,2020-05-29,Hampton,Virginia,NA,NA,NA,NA,NA,NA,NA,1,1,1
128,2020-05-29,Hanover,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
129,2020-05-29,Harrisonburg,Virginia,300,300,300,0,0,0,0,0,1,1
130,2020-05-29,Hartford,Connecticuticut,300,100,200,0,0,0,0,1,1,0
131,2020-05-29,Helena,Montana,20,20,20,NA,NA,NA,NA,1,0,0
132,2020-05-29,Honolulu,Hawaii,NA,NA,NA,0,0,0,0,0,0,1
133,2020-05-29,Houston,Texas,1000,1000,1000,1,0,1,0,1,1,0
134,2020-05-29,IdahoFalls,Idaho,70,70,70,NA,NA,NA,NA,1,0,0
135,2020-05-29,Indianapolis,Indiana,100,100,100,1,0,0,1,1,1,0
136,2020-05-29,IowaCity,Iowa,100,100,100,NA,NA,NA,NA,1,0,0
137,2020-05-29,Jackson,Mississippi,25,20,22.5,0,0,0,0,1,1,1
138,2020-05-29,JohnsonCity,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
139,2020-05-29,Joliet,Illinois,100,100,100,0,0,0,0,0,1,1
140,2020-05-29,JunctionCity,Kansas,NA,NA,NA,NA,NA,NA,NA,1,0,0
141,2020-05-29,Kailua-Kona,Hawaii,NA,NA,NA,NA,NA,NA,NA,1,0,0
142,2020-05-29,Kalamazoo,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
143,2020-05-29,KansasCity,Missouri,300,100,200,0,0,1,1,1,1,1
144,2020-05-29,Knoxville,Tennessee,100,100,100,0,0,0,0,1,1,0
145,2020-05-29,LaCrosse,Wisconsin,NA,NA,NA,0,0,0,0,1,1,0
146,2020-05-29,LaMesa,California,12,12,12,0,0,0,0,0,1,0
147,2020-05-29,Lansing,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
148,2020-05-29,LasCruces,NewMexico,20,20,20,NA,NA,NA,NA,1,0,0
149,2020-05-29,LasVegas,Nevada,400,200,300,1,0,0,0,1,1,0
150,2020-05-29,Lexington,Kentucky,100,100,100,NA,NA,NA,NA,1,0,0
151,2020-05-29,Lincoln,Nebraska,200,200,200,0,0,0,0,1,1,0
152,2020-05-29,Longview,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
153,2020-05-29,LosAngeles,California,100,100,100,NA,NA,NA,NA,1,0,0
154,2020-05-29,Louisville,Kentucky,100,100,100,1,0,0,1,1,1,0
155,2020-05-29,Manhattan,Kansas,NA,NA,NA,NA,NA,NA,NA,1,0,0
156,2020-05-29,Mankato,Minnesota,100,100,100,0,0,0,0,0,1,0
157,2020-05-29,Maricopa,Arizona,NA,NA,NA,0,0,0,0,0,1,0
158,2020-05-29,Marion,Indiana,2,2,2,0,0,0,0,1,1,0
159,2020-05-29,Marquette,Michigan,5,5,5,0,0,0,0,1,1,0
160,2020-05-29,Memphis,Tennessee,200,200,200,NA,NA,NA,NA,1,0,0
161,2020-05-29,Miami,Oklahoma,NA,NA,NA,NA,NA,NA,NA,1,0,0
162,2020-05-29,Milwaukee,Wisconsin,100,100,100,0,0,1,0,1,1,0
163,2020-05-29,Minneapolis,Minnesota,NA,NA,NA,1,1,1,1,1,1,1
164,2020-05-29,Missoula,Montana,200,100,150,0,0,0,0,1,1,0
165,2020-05-29,Morgantown,WestVirginia,NA,NA,NA,NA,NA,NA,NA,1,0,0
166,2020-05-29,MountainView,California,250,250,250,NA,NA,NA,NA,1,0,0
167,2020-05-29,NewHaven,Connecticuticut,NA,NA,NA,NA,NA,NA,NA,1,0,0
168,2020-05-29,NewLondon,Connecticuticut,NA,NA,NA,NA,NA,NA,NA,1,0,0
169,2020-05-29,NewOrleans,Louisiana,50,50,50,0,0,0,0,1,1,0
170,2020-05-29,NewRochelle,NewYork,70,70,70,NA,NA,NA,NA,1,0,0
171,2020-05-29,NewYork,NewYork,4500,4500,4500,NA,NA,NA,NA,1,1,0
172,2020-05-29,Norfolk,Virginia,100,100,100,NA,NA,NA,NA,1,0,0
173,2020-05-29,Oakland,California,7500,7500,7500,NA,NA,NA,NA,1,0,0
174,2020-05-29,OklahomaCity,Oklahoma,NA,NA,NA,NA,NA,NA,NA,1,0,0
175,2020-05-29,Omaha,Nebraska,1000,1000,1000,1,0,1,1,1,1,0
176,2020-05-29,Oxford,Mississippi,NA,NA,NA,0,0,0,0,0,0,1
177,2020-05-29,Oxnard,California,20,20,20,NA,NA,NA,NA,1,0,0
178,2020-05-29,Pensacola,Florida,400,300,350,0,0,0,0,1,1,1
179,2020-05-29,Petal,Mississippi,200,200,200,NA,NA,NA,NA,1,0,0
180,2020-05-29,Phoenix,Arizona,100,100,100,0,0,0,0,1,1,1
181,2020-05-29,Pittsburgh,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,1,0,0
182,2020-05-29,PittsfieldTownship,Michigan,500,500,500,NA,NA,NA,NA,1,0,0
183,2020-05-29,Plattsburgh,NewYork,10,10,10,NA,NA,NA,NA,1,0,0
184,2020-05-29,Portland,Maine,100,100,100,0,0,0,0,0,1,0
185,2020-05-29,Portland,Oregon,2200,1000,1600,1,0,1,0,1,1,0
186,2020-05-29,RanchoCucamonga,California,500,100,300,0,0,0,0,1,1,0
187,2020-05-29,RapidCity,SouthDakota,NA,NA,NA,0,0,0,0,0,1,0
188,2020-05-29,Redding,California,150,150,150,0,0,0,0,1,1,0
189,2020-05-29,Richmond,Virginia,100,100,100,1,0,1,1,1,1,1
190,2020-05-29,Rochester,Minnesota,300,300,300,0,0,0,0,1,1,0
191,2020-05-29,Rome,Georgia,NA,NA,NA,0,0,0,0,0,0,1
192,2020-05-29,Sacramento,California,300,100,200,0,0,0,0,1,1,0
193,2020-05-29,Salem,Massachusetts,NA,NA,NA,0,0,0,0,0,1,0
194,2020-05-29,Salem,Oregon,NA,NA,NA,NA,NA,NA,NA,1,0,0
195,2020-05-29,SaltLakeCity,Utah,150,150,150,1,1,1,1,1,1,0
196,2020-05-29,SanFrancisco,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
197,2020-05-29,SanJose,California,1000,100,550,1,0,1,1,1,1,0
198,2020-05-29,SanMarcos,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
199,2020-05-29,SantaBarbara,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
200,2020-05-29,SantaClarita,California,300,300,300,NA,NA,NA,NA,1,0,0
201,2020-05-29,SantaFe,NewMexico,250,250,250,0,0,0,0,1,1,0
202,2020-05-29,SantaMonica,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
203,2020-05-29,SanteFe,NewMexico,NA,NA,NA,0,0,0,0,0,0,1
204,2020-05-29,Savannah,Georgia,NA,NA,NA,NA,NA,NA,NA,1,0,0
205,2020-05-29,Schaumburg,Illinois,130,130,130,NA,NA,NA,NA,1,0,0
206,2020-05-29,Seattle,Washington,100,100,100,1,0,1,1,1,1,0
207,2020-05-29,SiouxCity,Iowa,100,100,100,0,0,0,0,1,1,0
208,2020-05-29,Snohomish,Washington,NA,NA,NA,0,0,0,0,0,1,0
209,2020-05-29,Springfield,Massachusetts,100,100,100,0,0,0,0,1,1,1
210,2020-05-29,Springfield,Missouri,200,200,200,NA,NA,NA,NA,1,0,0
211,2020-05-29,St.Cloud,Minnesota,100,100,100,0,0,0,0,1,1,0
212,2020-05-29,St.Joseph,Missouri,NA,NA,NA,NA,NA,NA,NA,1,0,0
213,2020-05-29,St.Louis,Missouri,200,200,200,NA,NA,NA,NA,1,0,0
214,2020-05-29,St.Paul,Minnesota,NA,NA,NA,1,1,1,1,1,0,1
215,2020-05-29,Stanwood,Washington,NA,NA,NA,0,0,0,0,0,1,0
216,2020-05-29,Tallahassee,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
217,2020-05-29,Troy,Alabama,50,50,50,0,0,0,0,0,1,0
218,2020-05-29,Tucson,Arizona,300,300,300,NA,NA,NA,NA,1,0,0
219,2020-05-29,Vallejo,California,NA,NA,NA,0,0,0,0,0,0,1
220,2020-05-29,Victoria,Texas,20,20,20,NA,NA,NA,NA,1,0,0
221,2020-05-29,Washington,DistrictofColumbia,NA,NA,NA,NA,NA,NA,NA,1,1,0
222,2020-05-29,Waterloo,Iowa,500,500,500,0,0,0,0,1,1,0
223,2020-05-29,Wausau,Wisconsin,150,100,125,0,0,0,0,1,1,0
224,2020-05-29,WhitePlains,NewYork,100,100,100,0,0,0,0,1,1,0
225,2020-05-29,Wilkes-Barre,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,1,0,0
226,2020-05-29,Willingboro,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
227,2020-05-29,Windermere,Florida,200,200,200,NA,NA,NA,NA,1,0,0
228,2020-05-29,Yakima,Washington,100,100,100,0,0,0,0,0,1,0
229,2020-05-29,York,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,1,0,0
230,2020-05-29,Ypsilanti,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
231,2020-05-30,Aberdeen,SouthDakota,NA,NA,NA,NA,NA,NA,NA,1,0,0
232,2020-05-30,Abilene,Texas,150,150,150,0,1,0,0,1,0,1
233,2020-05-30,Adrian,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
234,2020-05-30,Aiken,SouthCarolina,50,50,50,NA,NA,NA,NA,1,0,0
235,2020-05-30,Akron,Ohio,1000,100,550,0,0,0,0,1,1,1
236,2020-05-30,Albany,Georgia,40,40,40,0,0,0,0,1,1,1
237,2020-05-30,Albany,NewYork,1000,1000,1000,1,0,1,0,1,1,0
238,2020-05-30,Albemarle,NorthCarolina,10,10,10,NA,NA,NA,NA,1,0,0
239,2020-05-30,Albuquerque,NewMexico,50,50,50,NA,NA,NA,NA,1,0,0
240,2020-05-30,Alfred,NewYork,12,12,12,NA,NA,NA,NA,1,0,0
241,2020-05-30,Allentown,Pennsylvania,NA,NA,NA,0,0,0,0,1,1,0
242,2020-05-30,Ames,Iowa,300,300,300,0,0,0,0,1,1,1
243,2020-05-30,Amherst,Massachusetts,60,60,60,0,0,0,0,1,1,0
244,2020-05-30,Anacortes,Washington,80,80,80,0,0,0,0,1,1,0
245,2020-05-30,Anchorage,Alaska,400,200,300,0,0,0,0,1,1,1
246,2020-05-30,Anderson,Indiana,100,100,100,1,0,1,0,1,1,0
247,2020-05-30,Annapolis,Maryland,100,100,100,0,0,0,0,1,1,1
248,2020-05-30,AnnArbor,Michigan,100,100,100,0,0,0,0,1,1,1
249,2020-05-30,Appleton,Wisconsin,1000,1000,1000,0,0,0,0,1,1,0
250,2020-05-30,Arlington,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
251,2020-05-30,Asheboro,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
252,2020-05-30,Ashland,Wisconsin,18,18,18,NA,NA,NA,NA,1,0,0
253,2020-05-30,Aspen,Colorado,9,12,10.5,0,0,0,0,1,1,0
254,2020-05-30,Athens,Ohio,100,100,100,0,0,0,0,1,1,0
255,2020-05-30,Atlanta,Georgia,150,150,150,1,0,0,0,1,1,1
256,2020-05-30,Augusta,Georgia,60,100,80,0,0,0,0,1,1,1
257,2020-05-30,Austin,Texas,1000,1000,1000,1,0,1,1,1,1,1
258,2020-05-30,Bakersfield,California,100,100,100,NA,NA,NA,NA,1,0,0
259,2020-05-30,Baltimore,Maryland,100,100,100,0,0,1,0,1,1,1
260,2020-05-30,Barnstable,Massachusetts,100,100,100,0,0,0,0,0,1,0
261,2020-05-30,BayCity,Michigan,NA,NA,NA,0,0,0,0,0,0,1
262,2020-05-30,Beaufort,SouthCarolina,NA,NA,NA,0,0,0,0,1,0,1
263,2020-05-30,Belleville,Illinois,100,100,100,NA,NA,NA,NA,1,0,0
264,2020-05-30,Bellingham,Washington,200,200,200,0,0,0,0,1,1,0
265,2020-05-30,Bemidji,Minnesota,300,300,300,1,1,1,0,1,1,0
266,2020-05-30,Bend,Oregon,100,100,100,0,0,0,0,1,0,1
267,2020-05-30,Bethlehem,Pennsylvania,100,100,100,0,0,0,0,1,1,0
268,2020-05-30,BeverlyHills,California,100,100,100,0,1,1,0,1,1,1
269,2020-05-30,Billings,Montana,50,50,50,0,0,0,0,1,1,1
270,2020-05-30,Biloxi,Mississippi,50,50,50,0,0,0,0,1,1,1
271,2020-05-30,Bismarckk,NorthDakota,250,100,175,1,0,0,0,1,1,0
272,2020-05-30,Bismark,NorthDakota,NA,NA,NA,0,0,0,0,0,0,1
273,2020-05-30,Bloomington,Illinois,120,120,120,NA,NA,NA,NA,1,0,0
274,2020-05-30,Bluffton,SouthCarolina,NA,NA,NA,0,0,0,0,0,0,1
275,2020-05-30,Boise,Idaho,5,100,52.5,0,0,0,0,1,1,0
276,2020-05-30,Boston,Massachusetts,NA,NA,NA,1,1,1,1,1,0,1
277,2020-05-30,Boulder,Colorado,500,100,300,0,0,0,0,1,1,1
278,2020-05-30,BowlingGreen,Kentucky,100,100,100,1,0,1,0,1,0,1
279,2020-05-30,Brattleboro,Vermont,100,100,100,0,0,0,0,0,1,0
280,2020-05-30,Bridgeport,Connecticuticut,150,150,150,0,0,0,0,1,1,0
281,2020-05-30,Bridgewater,Massachusetts,100,100,100,NA,NA,NA,NA,1,0,0
282,2020-05-30,Bronx,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
283,2020-05-30,Buffalo,NewYork,1500,1000,1250,1,1,1,1,1,1,0
284,2020-05-30,Burlington,Vermont,2400,2400,2400,0,0,1,0,1,1,1
285,2020-05-30,Butler,Pennsylvania,NA,NA,NA,1,1,1,1,0,0,1
286,2020-05-30,Camden,NewJersey,200,100,150,0,0,0,0,1,1,1
287,2020-05-30,Canton,Ohio,NA,NA,NA,NA,NA,NA,NA,1,0,0
288,2020-05-30,CapeGirardeau,Missouri,NA,NA,NA,0,0,0,0,0,0,1
289,2020-05-30,Carlisle,Pennsylvania,80,100,90,0,0,0,0,1,1,1
290,2020-05-30,Carlsbad,NewMexico,80,80,80,0,0,0,0,1,1,0
291,2020-05-30,Cartersville,Georgia,200,200,200,0,0,0,0,0,1,0
292,2020-05-30,CedarRapids,Iowa,NA,NA,NA,0,0,0,0,0,0,1
293,2020-05-30,Centreville,Maryland,150,150,150,NA,NA,NA,NA,1,0,0
294,2020-05-30,Champaign,Illinois,20,20,20,NA,NA,NA,NA,1,0,0
295,2020-05-30,Charleston,SouthCarolina,1000,1000,1000,1,1,1,1,1,0,1
296,2020-05-30,Charleston,WestVirginia,200,200,200,0,0,0,0,0,1,1
297,2020-05-30,Charlotte,NorthCarolina,100,100,100,1,0,0,1,1,1,1
298,2020-05-30,Charlottesville,Virginia,100,100,100,0,0,0,0,1,1,1
299,2020-05-30,Chattanooga,Tennessee,100,100,100,0,0,0,0,1,1,0
300,2020-05-30,Cheyenne,Wyoming,NA,NA,NA,0,0,0,0,0,1,1
301,2020-05-30,Chicago,Illinois,12000,12000,12000,1,1,1,0,1,1,1
302,2020-05-30,Chico,California,NA,NA,NA,0,0,0,0,0,0,1
303,2020-05-30,Chillicothe,Ohio,50,50,50,0,0,0,0,1,1,0
304,2020-05-30,Cincinnati,Ohio,200,200,200,0,0,0,0,1,1,1
305,2020-05-30,Clarksville,Tennessee,200,200,200,NA,NA,NA,NA,1,0,0
306,2020-05-30,Clayton,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
307,2020-05-30,Cleveland,Ohio,1000,1000,1000,1,1,1,0,1,1,1
308,2020-05-30,CollegeStation,Texas,NA,NA,NA,0,1,0,0,1,0,1
309,2020-05-30,ColonialHeights,Virginia,NA,NA,NA,NA,NA,NA,NA,1,0,0
310,2020-05-30,ColoradoSprings,Colorado,300,1000,650,0,0,0,0,1,1,0
311,2020-05-30,Columbia,SouthCarolina,2020,1000,1510,1,1,1,1,1,1,1
312,2020-05-30,Columbus,Ohio,2000,2000,2000,1,1,0,1,1,1,1
313,2020-05-30,Commack,NewYork,NA,NA,NA,0,0,0,0,0,1,1
314,2020-05-30,CoralGables,Florida,100,100,100,0,0,0,0,1,1,0
315,2020-05-30,CorpusChristi,Texas,100,100,100,NA,NA,NA,NA,1,0,0
316,2020-05-30,Dallas,Texas,400,400,400,1,1,1,1,1,0,1
317,2020-05-30,Davenport,Iowa,500,500,500,1,0,0,0,1,1,1
318,2020-05-30,Dayton,Ohio,400,100,250,1,0,0,1,1,1,1
319,2020-05-30,Decatur,Illinois,15,15,15,NA,NA,NA,NA,1,0,0
320,2020-05-30,DeKalb,Illinois,300,300,300,NA,NA,NA,NA,1,0,0
321,2020-05-30,Delaware,Ohio,400,400,400,0,0,0,0,0,1,0
322,2020-05-30,Denton,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
323,2020-05-30,Denver,Colorado,1000,1000,1000,0,1,0,0,1,1,0
324,2020-05-30,DesMoines,Iowa,1000,1000,1000,1,0,1,1,1,1,1
325,2020-05-30,Detroit,Michigan,1000,1000,1000,1,1,1,1,1,0,1
326,2020-05-30,Dover,NewHampshire,NA,NA,NA,0,0,0,0,0,0,1
