,date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,countlove,wiki,ipsos
2253,2020-06-03,Marietta,Georgia,100,100,100,NA,NA,NA,NA,1,0,0
2254,2020-06-03,Marinette,Wisconsin,100,100,100,0,0,0,0,0,1,0
2255,2020-06-03,Marshall,Texas,40,40,40,NA,NA,NA,NA,1,0,0
2256,2020-06-03,Mashpee,Massachusetts,500,500,500,NA,NA,NA,NA,1,0,0
2257,2020-06-03,Mastic,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
2258,2020-06-03,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
2259,2020-06-03,Merced,California,100,100,100,NA,NA,NA,NA,1,0,0
2260,2020-06-03,Merrick,NewYork,100,100,100,0,0,0,1,1,1,0
2261,2020-06-03,Mexico,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
2262,2020-06-03,Miami,Florida,400,400,400,1,0,0,0,1,1,0
2263,2020-06-03,Middletown,Ohio,NA,NA,NA,NA,NA,NA,NA,1,0,0
2264,2020-06-03,Milwaukee,Wisconsin,300,300,300,NA,NA,NA,NA,1,0,0
2265,2020-06-03,Mineola,NewYork,50,50,50,NA,NA,NA,NA,1,0,0
2266,2020-06-03,Minneapolis,Minnesota,NA,NA,NA,0,1,0,0,1,1,1
2267,2020-06-03,Missoula,Montana,40,40,40,0,0,0,0,1,0,1
2268,2020-06-03,Mitchell,SouthDakota,NA,NA,NA,0,0,0,0,0,1,0
2269,2020-06-03,Monmouth,Illinois,200,200,200,NA,NA,NA,NA,1,0,0
2270,2020-06-03,Monmouth,Oregon,60,60,60,0,0,0,0,0,1,0
2271,2020-06-03,Montgomery,Alabama,200,200,200,NA,NA,NA,NA,1,0,0
2272,2020-06-03,Moscow,Idaho,100,100,100,NA,NA,NA,NA,1,0,0
2273,2020-06-03,Navarre,Florida,120,100,110,0,0,0,0,1,1,1
2274,2020-06-03,NewBedford,Massachusetts,NA,NA,NA,0,0,0,1,1,0,1
2275,2020-06-03,NewHaven,Connecticuticut,60,60,60,NA,NA,NA,NA,1,0,0
2276,2020-06-03,NewOrleans,Louisiana,200,100,150,0,0,0,0,1,1,0
2277,2020-06-03,NewportBeach,California,100,100,100,1,0,0,0,1,1,0
2278,2020-06-03,NewRochelle,NewYork,2000,2000,2000,0,0,0,0,1,1,0
2279,2020-06-03,Newton,Kansas,75,75,75,NA,NA,NA,NA,1,0,0
2280,2020-06-03,NewYork,NewYork,NA,NA,NA,NA,NA,NA,NA,1,1,1
2281,2020-06-03,Norfolk,Nebraska,300,300,300,0,0,0,0,0,1,0
2282,2020-06-03,Norfolk,Virginia,200,200,200,NA,NA,NA,NA,1,0,0
2283,2020-06-03,Norristown,Pennsylvania,NA,NA,NA,0,0,0,0,1,1,0
2284,2020-06-03,NorthBrookfield,Massachusetts,250,250,250,NA,NA,NA,NA,1,0,0
2285,2020-06-03,NorthCharleston,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
2286,2020-06-03,Novato,California,250,250,250,NA,NA,NA,NA,1,0,0
2287,2020-06-03,Oakdale,California,200,200,200,NA,NA,NA,NA,1,0,0
2288,2020-06-03,Oakland,California,2200,2200,2200,0,1,0,0,1,0,1
2289,2020-06-03,Oceanside,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2290,2020-06-03,Odessa,Texas,200,200,200,NA,NA,NA,NA,1,0,0
2291,2020-06-03,OldSaybrook,Connecticuticut,100,100,100,0,0,0,0,0,1,0
2292,2020-06-03,Olean,NewYork,100,100,100,NA,NA,NA,NA,1,0,0
2293,2020-06-03,Omaha,Nebraska,NA,NA,NA,0,0,0,0,1,0,1
2294,2020-06-03,Orlando,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
2295,2020-06-03,Oskaloosa,Iowa,NA,NA,NA,NA,NA,NA,NA,1,0,0
2296,2020-06-03,Oxnard,California,350,350,350,1,0,1,1,1,0,1
2297,2020-06-03,PalmCoast,Florida,200,200,200,0,0,0,0,1,1,1
2298,2020-06-03,Paris,Texas,NA,NA,NA,0,0,0,0,0,1,0
2299,2020-06-03,Parkersburg,WestVirginia,2,2,2,NA,NA,NA,NA,1,0,0
2300,2020-06-03,Parsippany,NewJersey,NA,NA,NA,0,0,0,0,0,0,1
2301,2020-06-03,Paterson,NewJersey,NA,NA,NA,0,0,0,0,0,1,0
2302,2020-06-03,Peconic,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
2303,2020-06-03,PembrokePines,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
2304,2020-06-03,Peoria,Illinois,200,200,200,0,0,0,0,0,1,0
2305,2020-06-03,Perrysburg,Ohio,100,100,100,NA,NA,NA,NA,1,0,0
2306,2020-06-03,Petal,Mississippi,NA,NA,NA,NA,NA,NA,NA,1,0,0
2307,2020-06-03,Petoskey,Michigan,100,100,100,NA,NA,NA,NA,1,0,0
2308,2020-06-03,Philadelphia,Pennsylvania,300,300,300,0,1,0,0,1,1,0
2309,2020-06-03,Phoenix,Arizona,100,100,100,0,1,0,0,1,0,1
2310,2020-06-03,Pinole,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2311,2020-06-03,Pittsburgh,Pennsylvania,200,200,200,0,0,0,0,1,1,0
2312,2020-06-03,Plano,Texas,NA,NA,NA,0,0,0,0,0,1,0
2313,2020-06-03,PleasantHills,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
2314,2020-06-03,Plymouth,Massachusetts,1000,1000,1000,NA,NA,NA,NA,1,0,0
2315,2020-06-03,Plymouth,Michigan,500,500,500,NA,NA,NA,NA,1,0,0
2316,2020-06-03,Pocatello,Idaho,100,100,100,0,0,0,0,0,1,0
2317,2020-06-03,PocomokeCity,Maryland,NA,NA,NA,0,0,0,0,0,1,1
2318,2020-06-03,Ponchatoula,Louisiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
2319,2020-06-03,Portland,Maine,11000,11000,11000,0,0,1,1,1,0,1
2320,2020-06-03,Portland,Oregon,8000,8000,8000,0,0,0,0,0,1,0
2321,2020-06-03,Portland,Washington,NA,NA,NA,0,1,0,0,0,0,1
2322,2020-06-03,Poughkeepsie,NewYork,15,15,15,NA,NA,NA,NA,1,0,0
2323,2020-06-03,Princeton,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
2324,2020-06-03,Queens,NewYork,NA,NA,NA,0,1,0,0,1,0,1
2325,2020-06-03,Raleigh,NorthCarolina,1000,1000,1000,0,1,0,0,1,0,1
2326,2020-06-03,RanchoMirage,California,125,125,125,0,0,0,0,1,1,0
2327,2020-06-03,RapidCity,SouthDakota,50,50,50,0,0,0,0,1,1,0
2328,2020-06-03,RedOak,Texas,NA,NA,NA,0,0,0,0,0,0,1
2329,2020-06-03,RedondoBeach,California,80,80,80,0,0,0,0,1,1,0
2330,2020-06-03,RiceLake,Wisconsin,NA,NA,NA,NA,NA,NA,NA,1,0,0
2331,2020-06-03,Richmond,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2332,2020-06-03,Richmond,Virginia,NA,NA,NA,0,1,0,0,0,0,1
2333,2020-06-03,Ridgefield,Washington,300,300,300,0,0,0,0,0,1,0
2334,2020-06-03,RockSprings,Wyoming,NA,NA,NA,0,0,0,0,0,0,1
2335,2020-06-03,RockyMount,Virginia,50,50,50,0,0,0,0,0,1,1
2336,2020-06-03,Sacramento,California,100,100,100,NA,NA,NA,NA,1,0,0
2337,2020-06-03,Salem,Oregon,280,280,280,NA,NA,NA,NA,1,0,0
2338,2020-06-03,SaltLakeCity,Utah,1000,1000,1000,NA,NA,NA,NA,1,0,0
2339,2020-06-03,SanAntonio,Texas,NA,NA,NA,0,0,0,0,1,0,1
2340,2020-06-03,SanDiego,California,NA,NA,NA,0,0,0,0,1,0,1
2341,2020-06-03,Sandy,Oregon,10,10,10,NA,NA,NA,NA,1,0,0
2342,2020-06-03,SanFrancisco,California,12000,10000,11000,0,1,0,0,1,1,1
2343,2020-06-03,SanLuisObispo,California,200,200,200,NA,NA,NA,NA,1,0,0
2344,2020-06-03,SanMateo,California,100,100,100,0,0,0,0,0,1,0
2345,2020-06-03,SanRamon,California,100,100,100,0,0,0,0,1,1,0
2346,2020-06-03,SantaCruz,California,12000,12000,12000,1,0,1,0,1,0,1
2347,2020-06-03,SantaFe,NewMexico,100,100,100,0,0,0,0,1,0,1
2348,2020-06-03,Santee,California,200,200,200,0,1,0,0,0,1,0
2349,2020-06-03,SanteFe,NewMexico,NA,NA,NA,0,0,0,0,0,0,1
2350,2020-06-03,SaranacLake,NewYork,500,500,500,0,0,0,0,0,1,0
2351,2020-06-03,Sarasota,Florida,200,200,200,0,0,0,0,1,1,1
2352,2020-06-03,Savannah,Georgia,NA,NA,NA,NA,NA,NA,NA,1,0,0
2353,2020-06-03,Seattle,Washington,10000,10000,10000,0,1,0,0,1,0,1
2354,2020-06-03,Sebastopol,California,200,200,200,0,0,0,0,1,1,0
2355,2020-06-03,Selma,Alabama,30,30,30,NA,NA,NA,NA,1,0,0
2356,2020-06-03,Sequim,Washington,200,200,200,NA,NA,NA,NA,1,0,0
2357,2020-06-03,SolanaBeach,California,200,200,200,0,0,0,0,0,1,0
2358,2020-06-03,Sonora,California,100,100,100,0,0,0,0,1,1,0
2359,2020-06-03,Springboro,Ohio,NA,NA,NA,0,0,0,0,0,1,0
2360,2020-06-03,Springfield,Illinois,NA,NA,NA,0,0,0,0,1,0,1
2361,2020-06-03,Springfield,Massachusetts,3050,3050,3050,0,0,0,0,1,0,1
2362,2020-06-03,SpringTownship,Pennsylvania,100,100,100,0,0,0,0,0,1,0
2363,2020-06-03,St.Charles,Missouri,200,100,150,0,0,0,0,1,1,0
2364,2020-06-03,St.Helens,Oregon,100,100,100,0,0,0,0,1,1,0
2365,2020-06-03,St.Johnsbury,Vermont,150,100,125,0,0,0,1,1,1,1
2366,2020-06-03,St.Petersburg,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
2367,2020-06-03,Stanwood,Washington,20,20,20,0,0,0,0,0,1,0
2368,2020-06-03,StatenIsland,NewYork,50,50,50,0,1,0,0,1,0,1
2369,2020-06-03,Stillwater,Oklahoma,200,100,150,0,0,0,0,1,1,0
2370,2020-06-03,StLouis,Missouri,NA,NA,NA,0,0,0,0,0,0,1
2371,2020-06-03,Stockton,California,700,700,700,NA,NA,NA,NA,1,0,0
2372,2020-06-03,Stoughton,Massachusetts,200,200,200,NA,NA,NA,NA,1,0,0
2373,2020-06-03,SunPrairie,Wisconsin,100,100,100,NA,NA,NA,NA,1,0,0
2374,2020-06-03,Surprise,Arizona,12,12,12,0,0,0,0,0,1,0
2375,2020-06-03,Swampscott,Massachusetts,100,100,100,NA,NA,NA,NA,1,0,0
2376,2020-06-03,Syracuse,NewYork,100,100,100,NA,NA,NA,NA,1,0,0
2377,2020-06-03,Tallahassee,Florida,100,100,100,0,0,0,0,1,0,1
2378,2020-06-03,Tavares,Florida,200,200,200,NA,NA,NA,NA,1,0,0
2379,2020-06-03,TheWoodlands,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
2380,2020-06-03,Tucson,Arizona,1800,1800,1800,NA,NA,NA,NA,1,0,0
2381,2020-06-03,Tulsa,Oklahoma,100,100,100,0,0,0,0,1,0,1
2382,2020-06-03,Tuscaloosa,Alabama,12,12,12,0,0,0,0,0,1,0
2383,2020-06-03,TwinFalls,Idaho,NA,NA,NA,0,0,0,0,0,0,1
2384,2020-06-03,Vail,Colorado,500,500,500,NA,NA,NA,NA,1,0,0
2385,2020-06-03,Valdosta,Georgia,NA,NA,NA,0,0,0,1,0,0,1
2386,2020-06-03,ValleyStream,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
2387,2020-06-03,Vineland,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
2388,2020-06-03,Washington,DistrictofColumbia,8000,8000,8000,0,1,0,0,1,1,1
2389,2020-06-03,Waterloo,Iowa,200,200,200,NA,NA,NA,NA,1,0,0
2390,2020-06-03,Wauwatosa,Wisconsin,200,200,200,NA,NA,NA,NA,1,0,0
2391,2020-06-03,Waynesboro,Virginia,150,100,125,0,0,0,0,1,1,1
2392,2020-06-03,WestChester,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
2393,2020-06-03,WestHollywood,California,1000,1000,1000,0,0,0,0,0,1,0
2394,2020-06-03,Whitefish,Montana,60,60,60,NA,NA,NA,NA,1,0,0
2395,2020-06-03,Whittier,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2396,2020-06-03,Wilkes-Barre,Pennsylvania,200,200,200,NA,NA,NA,NA,1,0,0
2397,2020-06-03,Willis,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
2398,2020-06-03,Witchita,Kansas,NA,NA,NA,0,0,0,0,0,0,1
2399,2020-06-03,Yakima,Washington,100,100,100,0,0,0,0,0,1,0
2400,2020-06-04,Abilene,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
2401,2020-06-04,Alamosa,Colorado,30,30,30,1,0,0,0,1,1,0
2402,2020-06-04,Albany,NewYork,20,20,20,NA,NA,NA,NA,1,0,0
2403,2020-06-04,Albuquerque,NewMexico,NA,NA,NA,0,0,0,0,1,0,1
2404,2020-06-04,Alhambra,California,200,200,200,0,0,0,0,0,1,0
2405,2020-06-04,Allentown,Pennsylvania,150,150,150,NA,NA,NA,NA,1,0,0
2406,2020-06-04,Anaheim,California,250,250,250,NA,NA,NA,NA,1,0,0
2407,2020-06-04,Anna,Illinois,NA,NA,NA,NA,NA,NA,NA,1,0,0
2408,2020-06-04,AnnArbor,Michigan,200,200,200,0,0,0,0,1,0,1
2409,2020-06-04,Ansonia,Connecticuticut,125,125,125,NA,NA,NA,NA,1,0,0
2410,2020-06-04,Appomattox,Virginia,NA,NA,NA,0,0,0,0,0,1,1
2411,2020-06-04,Arlington,Virginia,100,100,100,0,0,0,0,0,1,1
2412,2020-06-04,Asheville,NorthCarolina,NA,NA,NA,0,1,0,0,0,0,1
2413,2020-06-04,Astoria,Oregon,50,50,50,0,0,0,0,0,1,0
2414,2020-06-04,Atlanta,Georgia,100,100,100,0,1,0,1,1,0,1
2415,2020-06-04,Auburn,Indiana,90,90,90,NA,NA,NA,NA,1,0,0
2416,2020-06-04,Austin,Texas,NA,NA,NA,0,0,0,0,1,0,1
2417,2020-06-04,Bandon,Oregon,NA,NA,NA,NA,NA,NA,NA,1,0,0
2418,2020-06-04,Barron,Wisconsin,140,140,140,NA,NA,NA,NA,1,0,0
2419,2020-06-04,Baytown,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
2420,2020-06-04,Beatrice,Nebraska,NA,NA,NA,0,0,0,0,1,0,1
2421,2020-06-04,BelAir,Maryland,100,100,100,0,0,0,0,0,1,0
2422,2020-06-04,Bellmore,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
2423,2020-06-04,Belmont,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2424,2020-06-04,Bethlehem,Pennsylvania,100,100,100,NA,NA,NA,NA,1,0,0
2425,2020-06-04,Binghamton,NewYork,350,350,350,NA,NA,NA,NA,1,0,0
2426,2020-06-04,Birmingham,Alabama,100,100,100,NA,NA,NA,NA,1,0,0
2427,2020-06-04,Boston,Massachusetts,100,100,100,0,0,0,0,1,1,1
2428,2020-06-04,BoulderCity,Nevada,50,50,50,0,0,0,0,0,1,0
2429,2020-06-04,Bourne,Massachusetts,400,400,400,NA,NA,NA,NA,1,0,0
2430,2020-06-04,Brentwood,Missouri,1000,1000,1000,NA,NA,NA,NA,1,0,0
2431,2020-06-04,Brockton,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
2432,2020-06-04,Bronx,NewYork,NA,NA,NA,0,1,0,1,1,0,1
2433,2020-06-04,Buffalo,NewYork,100,100,100,1,1,0,1,1,1,0
2434,2020-06-04,BuffaloGrove,Illinois,500,500,500,NA,NA,NA,NA,1,0,0
2435,2020-06-04,Burbank,California,500,100,300,0,0,0,0,1,1,0
2436,2020-06-04,Burlington,Washington,200,200,200,0,0,0,0,1,1,0
2437,2020-06-04,Cabot,Arkansas,100,100,100,0,0,0,0,1,1,1
2438,2020-06-04,Carson,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2439,2020-06-04,Carteret,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
2440,2020-06-04,Catskill,NewYork,1000,100,550,0,0,0,0,1,1,0
2441,2020-06-04,CedarFalls,Iowa,NA,NA,NA,NA,NA,NA,NA,1,0,0
2442,2020-06-04,Charleston,SouthCarolina,20,20,20,NA,NA,NA,NA,1,0,0
2443,2020-06-04,Charlotte,NorthCarolina,NA,NA,NA,0,0,0,0,0,0,1
2444,2020-06-04,Cheshire,Connecticuticut,NA,NA,NA,NA,NA,NA,NA,1,0,0
2445,2020-06-04,Chicago,Illinois,700,700,700,0,1,0,0,1,0,1
2446,2020-06-04,Chico,California,NA,NA,NA,0,0,0,0,0,0,1
2447,2020-06-04,ChulaVista,California,100,100,100,NA,NA,NA,NA,1,0,0
2448,2020-06-04,Cincinnati,Ohio,NA,NA,NA,NA,NA,NA,NA,1,0,0
2449,2020-06-04,Coatesville,Pennsylvania,1000,1000,1000,0,0,0,0,0,1,0
2450,2020-06-04,Coeurd'Alene,Idaho,NA,NA,NA,NA,NA,NA,NA,1,0,0
2451,2020-06-04,Coeurd’Alene,Idaho,150,150,150,0,0,0,0,0,1,0
2452,2020-06-04,Coffeyville,Kansas,200,200,200,0,0,0,0,0,1,0
2453,2020-06-04,ColoradoSprings,Colorado,NA,NA,NA,NA,NA,NA,NA,1,0,0
2454,2020-06-04,Columbia,Missouri,NA,NA,NA,0,0,0,0,0,0,1
2455,2020-06-04,Columbia,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
2456,2020-06-04,Columbus,Georgia,NA,NA,NA,NA,NA,NA,NA,1,0,0
2457,2020-06-04,Columbus,Ohio,100,100,100,0,1,0,0,0,1,1
2458,2020-06-04,Copiague,NewYork,200,200,200,NA,NA,NA,NA,1,0,0
2459,2020-06-04,Corbin,Kentucky,140,100,120,0,0,0,0,1,1,0
2460,2020-06-04,CortezHill,California,NA,NA,NA,1,0,0,1,0,1,0
2461,2020-06-04,CostaMesa,California,500,500,500,0,0,0,0,1,1,0
2462,2020-06-04,Dacula,Georgia,500,500,500,NA,NA,NA,NA,1,0,0
2463,2020-06-04,Dallas,Texas,250,250,250,NA,NA,NA,NA,1,0,0
2464,2020-06-04,Davenport,Iowa,NA,NA,NA,0,0,0,0,1,0,1
2465,2020-06-04,Dayton,Ohio,100,100,100,NA,NA,NA,NA,1,0,0
2466,2020-06-04,DaytonaBeach,Florida,150,150,150,NA,NA,NA,NA,1,0,0
2467,2020-06-04,Deltona,Florida,100,100,100,NA,NA,NA,NA,1,0,0
2468,2020-06-04,Denver,Colorado,100,100,100,0,1,0,0,1,0,1
2469,2020-06-04,DesMoines,Iowa,NA,NA,NA,0,0,0,0,1,0,1
2470,2020-06-04,Detroit,Michigan,100,100,100,0,1,0,0,1,0,1
2471,2020-06-04,DiamondBar,California,800,800,800,0,0,0,1,0,1,1
2472,2020-06-04,DobbsFerry,NewYork,100,100,100,0,0,0,0,1,1,0
2473,2020-06-04,Duluth,Minnesota,NA,NA,NA,0,0,0,0,0,0,1
2474,2020-06-04,Dunn,NorthCarolina,100,100,100,0,0,0,0,1,1,0
2475,2020-06-04,Durham,NorthCarolina,NA,NA,NA,0,0,0,0,1,0,1
2476,2020-06-04,Easthampton,Massachusetts,300,300,300,NA,NA,NA,NA,1,0,0
2477,2020-06-04,EauClaire,Wisconsin,200,200,200,NA,NA,NA,NA,1,0,0
2478,2020-06-04,Edmonds,Washington,NA,NA,NA,0,0,0,0,0,1,0
2479,2020-06-04,Elgin,Illinois,100,100,100,NA,NA,NA,NA,1,0,0
2480,2020-06-04,Elko,Nevada,200,12,106,0,0,0,0,1,1,0
2481,2020-06-04,Enfield,Connecticuticut,300,300,300,0,0,0,0,0,1,0
2482,2020-06-04,Eugene,Oregon,NA,NA,NA,0,0,0,0,1,1,0
2483,2020-06-04,Evansville,Indiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
2484,2020-06-04,Exeter,NewHampshire,NA,NA,NA,0,0,0,0,0,0,1
2485,2020-06-04,FallRiver,Massachusetts,200,200,200,NA,NA,NA,NA,1,0,0
2486,2020-06-04,FallsChurch,Virginia,100,100,100,0,0,0,0,0,1,1
2487,2020-06-04,Flagstaff,Arizona,NA,NA,NA,NA,NA,NA,NA,1,0,0
2488,2020-06-04,FloralPark,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
2489,2020-06-04,Florissant,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
2490,2020-06-04,Fontana,California,400,400,400,0,0,0,0,1,0,1
2491,2020-06-04,FortLauderdale,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
2492,2020-06-04,FortMill,SouthCarolina,1000,1000,1000,0,0,0,0,1,1,0
2493,2020-06-04,FortMyers,Florida,NA,NA,NA,0,0,0,0,0,0,1
2494,2020-06-04,FortSmith,Arkansas,NA,NA,NA,0,0,0,0,1,0,1
2495,2020-06-04,FortWayne,Indiana,NA,NA,NA,0,0,0,0,1,0,1
2496,2020-06-04,FortWorth,Texas,NA,NA,NA,0,0,0,0,0,0,1
2497,2020-06-04,FountainValley,California,400,400,400,NA,NA,NA,NA,1,0,0
2498,2020-06-04,Franklin,NewJersey,500,500,500,0,0,0,0,0,1,0
2499,2020-06-04,Franklin,Tennessee,300,300,300,NA,NA,NA,NA,1,0,0
2500,2020-06-04,Fremont,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2501,2020-06-04,Garfield,NewJersey,1000,1000,1000,NA,NA,NA,NA,1,0,0
2502,2020-06-04,Gary,Indiana,NA,NA,NA,0,0,0,0,1,0,1
2503,2020-06-04,Georgetown,SouthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
2504,2020-06-04,Glenview,Illinois,NA,NA,NA,0,0,0,0,0,1,0
2505,2020-06-04,GrandForks,NorthDakota,500,100,300,0,0,0,0,1,1,0
2506,2020-06-04,GrandIsland,Nebraska,10,10,10,NA,NA,NA,NA,1,0,0
2507,2020-06-04,Grayslake,Illinois,400,400,400,NA,NA,NA,NA,1,0,0
2508,2020-06-04,Hackensack,NewJersey,100,100,100,0,0,0,0,1,1,0
2509,2020-06-04,Hamilton,NewYork,100,100,100,0,0,0,0,1,1,0
2510,2020-06-04,Harrison,Arkansas,NA,NA,NA,0,0,0,0,0,0,1
2511,2020-06-04,Harvey,Louisiana,100,100,100,NA,NA,NA,NA,1,0,0
2512,2020-06-04,Hempstead,NewYork,500,500,500,NA,NA,NA,NA,1,0,0
2513,2020-06-04,Hinesville,Georgia,100,100,100,0,0,0,0,1,1,0
2514,2020-06-04,Holland,Ohio,10,10,10,NA,NA,NA,NA,1,0,0
2515,2020-06-04,Honesdale,Pennsylvania,100,100,100,NA,NA,NA,NA,1,0,0
2516,2020-06-04,Howell,Michigan,100,100,100,NA,NA,NA,NA,1,0,0
2517,2020-06-04,Humboldt,Tennessee,20,20,20,NA,NA,NA,NA,1,0,0
2518,2020-06-04,Huntington,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
2519,2020-06-04,Indianapolis,Indiana,300,300,300,0,0,0,0,1,1,1
2520,2020-06-04,IowaCity,Iowa,2000,2000,2000,0,0,0,0,1,0,1
2521,2020-06-04,IronMountain,Michigan,50,50,50,NA,NA,NA,NA,1,0,0
2522,2020-06-04,Jacksonville,Florida,NA,NA,NA,0,0,0,0,0,0,1
2523,2020-06-04,JohnsonCity,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
2524,2020-06-04,Julian,California,NA,NA,NA,0,0,0,0,0,1,0
2525,2020-06-04,Kanab,Utah,NA,NA,NA,0,0,0,0,0,0,1
2526,2020-06-04,KansasCity,Missouri,70,70,70,0,0,1,0,1,0,1
2527,2020-06-04,Katy,Texas,NA,NA,NA,0,0,0,0,0,0,1
2528,2020-06-04,Kearney,Nebraska,NA,NA,NA,0,0,0,0,0,1,0
2529,2020-06-04,Killeen,Texas,10,10,10,NA,NA,NA,NA,1,0,0
2530,2020-06-04,Kodiak,Alaska,200,12,106,0,0,0,0,1,1,0
2531,2020-06-04,LakeStevens,Washington,100,100,100,0,0,0,0,0,1,0
2532,2020-06-04,LakeZurich,Illinois,300,300,300,NA,NA,NA,NA,1,0,0
2533,2020-06-04,Lancaster,Ohio,200,200,200,NA,NA,NA,NA,1,0,0
2534,2020-06-04,LaQuinta,California,125,125,125,0,0,0,0,0,1,0
2535,2020-06-04,Laramie,Wyoming,100,100,100,0,0,0,0,0,1,0
2536,2020-06-04,LasVegas,Nevada,100,100,100,NA,NA,NA,NA,1,0,0
2537,2020-06-04,Lebanon,Pennsylvania,500,100,300,0,0,0,0,1,1,1
2538,2020-06-04,Lewiston,Maine,NA,NA,NA,0,0,0,0,0,0,1
2539,2020-06-04,Lexington,Kentucky,NA,NA,NA,0,0,0,0,1,0,1
2540,2020-06-04,LittleRock,Arkansas,NA,NA,NA,0,1,0,0,0,0,1
2541,2020-06-04,LongBeach,California,2000,2000,2000,NA,NA,NA,NA,1,0,0
2542,2020-06-04,LosAlamos,NewMexico,300,300,300,0,0,0,0,0,1,0
2543,2020-06-04,Louisville,Kentucky,NA,NA,NA,0,0,0,0,0,0,1
2544,2020-06-04,Lowell,Illinois,NA,NA,NA,NA,NA,NA,NA,1,0,0
2545,2020-06-04,Madison,Wisconsin,200,200,200,0,0,0,0,1,0,1
2546,2020-06-04,Manhattan,NewYork,NA,NA,NA,0,1,0,0,0,0,1
2547,2020-06-04,Marietta,Georgia,100,100,100,NA,NA,NA,NA,1,0,0
2548,2020-06-04,MassapequaPark,NewYork,4000,100,2050,0,0,0,0,1,1,0
2549,2020-06-04,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
2550,2020-06-04,Merced,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
2551,2020-06-04,Merrick,NewYork,3000,3000,3000,NA,NA,NA,NA,1,0,0
2552,2020-06-04,Mesquite,Nevada,100,100,100,0,0,0,0,0,1,0
2553,2020-06-04,Miami,Florida,3,3,3,1,1,0,0,1,1,1
2554,2020-06-04,Middletown,Delaware,100,100,100,0,0,0,0,0,1,0
2555,2020-06-04,Milton,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
2556,2020-06-04,Milton-Freewater,Oregon,40,40,40,NA,NA,NA,NA,1,0,0
2557,2020-06-04,Milwaukee,Wisconsin,600,600,600,NA,NA,NA,NA,1,0,0
2558,2020-06-04,MiraMesa,California,12,12,12,0,0,0,0,0,1,0
2559,2020-06-04,Missoula,Montana,NA,NA,NA,0,0,0,0,1,0,1
2560,2020-06-04,Monroe,Washington,100,100,100,0,0,0,0,0,1,0
2561,2020-06-04,Montebello,California,100,100,100,0,0,0,0,0,1,0
2562,2020-06-04,MountainHome,Arkansas,14,14,14,NA,NA,NA,NA,1,0,0
2563,2020-06-04,MountainView,California,NA,NA,NA,0,0,0,0,0,1,0
2564,2020-06-04,MountVernon,NewYork,20,20,20,NA,NA,NA,NA,1,0,0
2565,2020-06-04,Muncie,Indiana,1000,1000,1000,0,0,0,0,1,1,0
2566,2020-06-04,Murfreesboro,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
2567,2020-06-04,Nashville,Tennessee,10000,10000,10000,NA,NA,NA,NA,1,0,0
2568,2020-06-04,NewBedford,Massachusetts,100,100,100,0,0,0,0,0,1,1
2569,2020-06-04,Newberg,Oregon,NA,NA,NA,0,0,0,0,0,1,0
