Correct,Update,corrected,start,end,record_id,policy_id,description,ra_name,recorded_date,entry_type,country,date_announced,init_country_level,province,city,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,entry_link_type,corr_entry_type,type,type_quarantine,type_num_quarantine_days,type_ext_restrict,type_num_mass_gathering,type_mass_category,type_soc_distance,type_schools,type_gov_serv,type_business,type_health_resource,type_num_masks,type_num_ventilators,type_num_ppe,type_num_hand_sanit,type_num_test_kits,type_num_vaccines,type_other_health_materials,type_num_hospitals,type_num_quaranCen,type_num_medCen,type_num_pubTest,type_num_research,type_other_health_infra,type_num_doctors,type_num_nurses,type_num_volunt,type_other_health_staff,type_num_health_insurance,type_hygiene,type_pub_awareness,type_new_admin,type_new_admin_coop,type_other,1_type_business_lock,1_type_business_var,2_type_business_lock,2_type_business_var,3_type_business_lock,3_type_business_var,4_type_business_lock,4_type_business_var,5_type_business_lock,5_type_business_var,6_type_business_lock,6_type_business_var,7_type_business_lock,7_type_business_var,source_file_Type,source_file_2_Type,link_type,link,reason_correct
"<a href=""https://tummgmt.eu.qualtrics.com/jfe/form/SV_bf6YMWbTpYJAW4l?Q_R=R_26hTCMhrTyhQPQ8&Q_R_DEL=1&record_id=8072647&link_type=C"" target=""_blank"">Correct</a>","<a href=""https://tummgmt.eu.qualtrics.com/jfe/form/SV_bf6YMWbTpYJAW4l?Q_R=R_26hTCMhrTyhQPQ8&record_id=8072647&link_type=U"" target=""_blank"">Update</a>",FALSE,2020-03-25,NA,R_26hTCMhrTyhQPQ8,8072647,eat fish,Maheen Zahra,2020-04-14 09:45:24,new_entry,Afghanistan,2020-03-25,"Yes, it is at the province/state level",Herat,NA,NA,A geographical or administrative unit within a country,NA,Herat,NA,NA,All (Travelers + Residents),NA,All kinds of transport,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,Internal Border Restrictions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,application/pdf,NA,NA,https://reliefweb.int/report/afghanistan/afghanistan-flash-update-daily-brief-covid-19-no-19-25-march-2020,fish fish
