date,state_col,trendline_a_little_concerned,trendline_extremely_concerned,trendline_moderately_concerned,trendline_not_concerned_at_all,trendline_unsure,ci_low_a_little_concerned,ci_low_extremely_concerned,ci_low_moderately_concerned,ci_low_not_concerned_at_all,ci_low_unsure,ci_high_a_little_concerned,ci_high_extremely_concerned,ci_high_moderately_concerned,ci_high_not_concerned_at_all,ci_high_unsure
2020-03-06,Alabama,0.328358483170839,0.161169222478075,0.232013375140855,0.270613884670031,0.00784503454019891,0.218791338004017,0.107080740777032,0.14885355935525,0.174905688109353,0.00415829699671746,0.449635000734898,0.230574200186174,0.330642790652099,0.371490862770075,0.0131056783107148
2020-03-07,Alabama,0.316432827685882,0.164720219978076,0.239262901971351,0.271739063868356,0.00784498649633472,0.20990391269467,0.110436097961283,0.154682801658409,0.178040161921501,0.00418276797579751,0.433832040125177,0.233818567080453,0.339030798155418,0.372407204404461,0.0129831158253159
2020-03-08,Alabama,0.30450492381559,0.168273235020332,0.246509235216305,0.272867571407574,0.00784503454019891,0.201019058350889,0.113798931948459,0.160507814413796,0.181170692273774,0.00420729018666405,0.417973151731909,0.237065797854098,0.347422958208809,0.373389348880506,0.0128607123609818
2020-03-09,Alabama,0.291890964988027,0.172928647106016,0.25236546693858,0.274988210941471,0.00782671002590531,0.190253970003736,0.117118937821137,0.164189433329046,0.183321391170148,0.00422568851163902,0.40431877614262,0.242456533588099,0.356243914089915,0.375106407736072,0.0127995492598921
2020-03-10,Alabama,0.279277844802773,0.177586977689863,0.258217026254065,0.277103785313156,0.00781436594014294,0.179491576284992,0.120442895724758,0.167861889043353,0.185468708853628,0.00423788497694272,0.390657055894763,0.247842781816289,0.364997029806049,0.376816564496077,0.0127381513757816
2020-03-11,Alabama,0.27332075841458,0.192769829993631,0.266363725442164,0.25968840331194,0.00785728283768556,0.17707363676449,0.131914163931214,0.174960805448043,0.172700994561756,0.0042930282690706,0.383432952819558,0.267747783058155,0.373756797805105,0.356241732399196,0.0127382293861153
2020-03-12,Alabama,0.26736644844417,0.207956445320873,0.274507162148093,0.242269840589384,0.00790010349747993,0.17465352840669,0.143383816423642,0.182057578893863,0.159931164989681,0.00434811897923314,0.376142912259858,0.28771074597799,0.382450746835366,0.335662536974322,0.012676910263398
2020-03-13,Alabama,0.261219440497771,0.225307432266915,0.278189456665524,0.227389642839645,0.00789402773014551,0.169859389544853,0.156135172211063,0.185261623634315,0.147200039194552,0.00434814560776052,0.368979961785312,0.309453236000196,0.389189652638283,0.319251873989515,0.0127382293861153
2020-03-14,Alabama,0.25506623307428,0.242664755920557,0.281871796285069,0.212509262831701,0.00788795188839283,0.165065191962618,0.168880559995591,0.188459583432851,0.134474881650101,0.00434817223661406,0.36181692357628,0.331257234195006,0.39592864098183,0.302841010000796,0.0127383073974046
2020-03-15,Alabama,0.251915315789796,0.260207362406531,0.285695913380571,0.194348670149245,0.00783273827385801,0.162748256159325,0.182988443802093,0.190300632620691,0.122151522760259,0.00432362253427971,0.354953487375145,0.352626325104569,0.39782226604364,0.279871883592894,0.0127381513757816
2020-03-16,Alabama,0.248761398502042,0.277746816993184,0.289517358793305,0.176190680327518,0.00778374538395115,0.160433342111226,0.197104520206505,0.192150114214675,0.109829810948686,0.00430525020056464,0.348094482788185,0.373999473326434,0.399781981639915,0.256845225336673,0.0127381513757816
2020-03-17,Alabama,0.250482273760021,0.288843706557086,0.290662567594878,0.162344064817593,0.00766738727042238,0.162491043487314,0.205274084598473,0.193191213125195,0.0995106835120553,0.0042685055331345,0.350850332845446,0.386860106926982,0.402170385022874,0.241289982791247,0.0124931869262473
2020-03-18,Alabama,0.252204693547597,0.299936308853069,0.291809563470677,0.148498358728137,0.00755107540051933,0.164549752584391,0.213438832002352,0.194233501543286,0.0891982264465239,0.00423791093038068,0.353669589927,0.399784429964235,0.404561265984028,0.225674881191514,0.0122482974866494
2020-03-19,Alabama,0.241064866983489,0.318131154769487,0.294191857331831,0.139195776787027,0.00741634412816618,0.156569986771839,0.228700210670717,0.193425113909167,0.0823881730439469,0.00412155210425751,0.341482533927784,0.420790260153839,0.408786928616922,0.213671549654598,0.0120645730243496
2020-03-20,Alabama,0.229925040419382,0.336332124834648,0.296580275341727,0.129887070697173,0.00727548870706972,0.148584096810543,0.243961589339082,0.192616726275048,0.0755842437901132,0.00401131742687766,0.329295477928568,0.441734848856009,0.412951349762383,0.201668218117682,0.0118808485620499
2020-03-21,Alabama,0.228092523072589,0.343868846033719,0.299965092565941,0.120932824623826,0.00714071370392372,0.145937570810036,0.248755274390804,0.194820226714598,0.0691840846597138,0.00394392763750161,0.328313603488294,0.45416408943652,0.417174457556847,0.189235037265217,0.0116358113528774
2020-03-22,Alabama,0.226261413812321,0.351401502856898,0.303351726080753,0.111979373993349,0.00700598325667987,0.143285830643828,0.253550453490437,0.197031030871645,0.0627905125268695,0.00387656241387968,0.32739498680254,0.466596035250384,0.421400094311313,0.17674185033897,0.0113908469033431
2020-03-23,Alabama,0.225569389242386,0.350286914611517,0.3104801915622,0.106804499996938,0.00685900458695932,0.14253256496151,0.252558347469823,0.203626698675355,0.0600469106920858,0.00382144541273448,0.327211263465389,0.465065007440795,0.429300197808793,0.169944086864394,0.0111458824538089
2020-03-24,Alabama,0.224878741854882,0.349168340600656,0.317610602126304,0.101630248395473,0.00671206702268385,0.141774043407966,0.251567782078291,0.21022977806085,0.0572975356425457,0.00376022732840135,0.327090784380971,0.463598059869678,0.437264220273382,0.163086081034736,0.0109622262505512
2020-03-25,Alabama,0.220461880469597,0.352448725878657,0.319488759193822,0.100943725541831,0.00665690891609355,0.138411038098096,0.253930148387215,0.212151461519147,0.0569113657380473,0.00371733552168242,0.321393357788951,0.46720844637422,0.44075228582452,0.161921501142147,0.0108396768918911
2020-03-26,Alabama,0.21604904248348,0.35572948244502,0.321366673403272,0.100252928892074,0.00660187277615487,0.135050555157483,0.256297194510279,0.21408317869763,0.0565262390759828,0.00366838756300257,0.315763042985663,0.470827438804069,0.444248470484484,0.160759889029745,0.0107785677978039
2020-03-27,Alabama,0.220022291901426,0.358985351036206,0.317151290970555,0.0973188476801724,0.00652221841164078,0.137272794081623,0.260319190632502,0.209354024790554,0.0545355445593063,0.00366224094850816,0.319864288863848,0.474254078683063,0.439530155308412,0.156349517417079,0.0105947773259517
2020-03-28,Alabama,0.224001616765367,0.362235055637551,0.312935960168781,0.0943786782943125,0.00644868913398943,0.139495005787285,0.264341137492421,0.204618804695968,0.0525387503138607,0.00364997029806049,0.323965484509061,0.47768067659181,0.434873139035697,0.151939199823626,0.0104109891052061
2020-03-29,Alabama,0.224019989099082,0.371451843051277,0.307216040272155,0.0909308036671178,0.00638132391036751,0.138680498992584,0.271126652744521,0.199927735487387,0.0507627580547373,0.00359485329691529,0.326415129004403,0.487173049011262,0.429851367820245,0.146549981933872,0.0104109891052061
2020-03-30,Alabama,0.224039733477047,0.380664837587575,0.30150409093136,0.0874773406496497,0.00631399735436774,0.137866836509725,0.277913869972074,0.195237861937191,0.0489870657978541,0.00353363382489834,0.328866787516535,0.496729704571065,0.424832198324433,0.141222870021067,0.0103498113762187
2020-03-31,Alabama,0.216585318055717,0.386749872924692,0.304784768110528,0.0856518197796545,0.00622822112940859,0.132715614646424,0.28156213829468,0.195493878950817,0.0472413940926823,0.00347849518338651,0.321638322238485,0.504443042703428,0.429851367820245,0.139935941796447,0.010288506880439
2020-04-01,Alabama,0.209127431287051,0.392839645289305,0.308069178384205,0.0838273479986282,0.00613639704081133,0.127566018323453,0.285213855274117,0.195758414580373,0.0455024251629024,0.00341727499877517,0.314352554994856,0.512162559404243,0.434875802263485,0.138711969036304,0.010166086913919
2020-04-02,Alabama,0.199168345693831,0.405955085768178,0.303094513408742,0.0857253091145148,0.00605674601473461,0.119481410260336,0.296315122267881,0.192450195665354,0.0470576707555316,0.00334988884738102,0.301489996264292,0.526244878711977,0.429973850045012,0.141895657392721,0.0100435424309047
2020-04-03,Alabama,0.189205575425016,0.419069374356964,0.298123560825045,0.0876243202194895,0.00597716917348489,0.111398265641076,0.307413894468669,0.189138209788839,0.048607368575768,0.00328866787516535,0.288569888785459,0.540333643623536,0.425015922786733,0.145142325216795,0.00985987947675273
2020-04-04,Alabama,0.191477634608789,0.414702856302974,0.29975258439077,0.0881632453089021,0.00590367938856499,0.114490960756455,0.303812895007594,0.190773357503307,0.0488952035667042,0.00325804713144873,0.290958306795355,0.53512811719171,0.424648473862133,0.146305913478026,0.00967615501445299
2020-04-05,Alabama,0.193749693792563,0.410336338248983,0.301381607956494,0.0887021703983146,0.00583018960364509,0.117577531723091,0.300211895546519,0.192408505217775,0.0491830385576405,0.00322130223898878,0.293407966292685,0.529922590759884,0.4242197834501,0.147469501739258,0.00949243055215325
2020-04-06,Alabama,0.201821321836265,0.401970751065602,0.299489245994807,0.0909619812846014,0.0057566998187252,0.123377100583019,0.29448581647151,0.189689383175739,0.0503160060751556,0.00316618490029886,0.304492675518103,0.521103816569497,0.423056195188869,0.149857919749155,0.00943118906472
2020-04-07,Alabama,0.209886825731223,0.39360516388222,0.297603008181863,0.0932279163196316,0.00567708588506198,0.129170545294204,0.288759737396502,0.186964136984959,0.0514550977414139,0.00311106756160894,0.315577384743521,0.512346283866543,0.421892606927637,0.152246337759051,0.00936994757728676
2020-04-08,Alabama,0.21715619028955,0.388393513301651,0.296347557689481,0.0925236392141492,0.00557909950516878,0.133518690901965,0.284638185292244,0.185874038508647,0.0510202831806379,0.00307432266914899,0.32292636323551,0.505609720248885,0.420606535691539,0.151021508010387,0.00918622311498702
2020-04-09,Alabama,0.224425554847876,0.383187986869825,0.295085983048356,0.0918193621086669,0.00548111312527559,0.137866836509725,0.280516633187987,0.184783940032336,0.0505854686198618,0.00303757777668904,0.3302753417275,0.498873156631228,0.419381705942874,0.149796678261722,0.00906374014012052
2020-04-10,Alabama,0.227781588359218,0.380964920875998,0.287063348194601,0.0987151535936505,0.00547498897653226,0.141106511194944,0.279861349272451,0.180105090392435,0.0555766498456714,0.00302532947920239,0.333949830973495,0.494280045073735,0.410991622164519,0.159411591788741,0.00900249865268728
2020-04-11,Alabama,0.231136206358052,0.378739535424921,0.279039004464477,0.105610298305458,0.00547495544709074,0.144351425999302,0.279198231356674,0.175425166422723,0.0605674601473461,0.00301918684050977,0.337622252570596,0.489745175731372,0.402660313921942,0.16902547017864,0.0090024435203841
2020-04-12,Alabama,0.228717182418901,0.372407204404461,0.283962789900116,0.109474612496861,0.0054382107796606,0.141969146727581,0.273858006356827,0.180054994518921,0.0632988137596531,0.00300693861803306,0.333641580265664,0.483682305605399,0.406151057327805,0.17416972361886,0.00894120240800054
2020-04-13,Alabama,0.226298158479751,0.366074873384,0.288886575335754,0.113338926688264,0.00540146611223046,0.139592991567099,0.268517781356981,0.184684822615118,0.0660301673719601,0.0030008145067947,0.329660907960732,0.47768067659181,0.409641800733669,0.179313977059079,0.00887996129561697
2020-04-14,Alabama,0.229305097097784,0.357439876537917,0.290711560484785,0.117178744434714,0.00536472144480032,0.14178542339043,0.26132807476315,0.186148485201085,0.0683022126413904,0.00298244217307963,0.334070268052349,0.468249545284741,0.411417792992792,0.185009400510751,0.00875747907084984
2020-04-15,Alabama,0.232313458429278,0.348813139973544,0.29253221302239,0.121019303316839,0.00532188525794914,0.143978736955563,0.254139924550488,0.187607172603008,0.0705746901180736,0.00295796384302582,0.338481701043555,0.458882465337318,0.413196315712116,0.190767233354564,0.00869629121552104
2020-04-16,Alabama,0.233879808192836,0.350317535167709,0.285928629607628,0.124576670810649,0.0052973562211784,0.14465763156122,0.254505814843621,0.18184323500052,0.0722093956114619,0.00294569750564949,0.340378102627856,0.460288200674877,0.406089816215422,0.197563828549382,0.00869623795846628
2020-04-17,Alabama,0.235441456558617,0.351824066532344,0.27932683769268,0.128134779440134,0.00527285977622498,0.145331283797439,0.254879385629161,0.176074322213989,0.0738445333121031,0.00293344928317278,0.342276577111747,0.461696746259699,0.398924606066545,0.204422833136341,0.00869623795846628
2020-04-18,Alabama,0.232558424379011,0.352677477830582,0.277877125079614,0.131669197981481,0.00521777472931263,0.142453823918475,0.256216010974475,0.175646710107295,0.0763130174905688,0.00290897065307922,0.339216598892754,0.462618196070746,0.396599872617706,0.208404781735339,0.0086350497280878
2020-04-19,Alabama,0.229673950320905,0.353528734505904,0.276431825976189,0.135202831806379,0.0051626573906227,0.139575474009113,0.257551075400519,0.175224143844006,0.078787173582872,0.00289059820684925,0.336154524521092,0.463598059869678,0.394211454607809,0.212446719905933,0.00857380824065455
2020-04-20,Alabama,0.227610112194405,0.355347606682671,0.273388124050757,0.138522120425261,0.00513203664690608,0.139777570917642,0.258341090588408,0.17243153201705,0.0805203076772329,0.0028783499093626,0.333276174611729,0.467088824653373,0.390475723874381,0.215876243202195,0.00845132526578805
2020-04-21,Alabama,0.225540149919161,0.357166478859438,0.270350546274068,0.141841409044143,0.00510141590318946,0.139979667826172,0.259131105776297,0.169638920190094,0.0822473176228504,0.00287222576061927,0.330397824702366,0.470518347949635,0.386801234628387,0.21936700798589,0.00839008377835481
2020-04-22,Alabama,0.230188378815345,0.354294253098819,0.265053157611092,0.145393415315271,0.00507079515947283,0.143053990495321,0.25707339179854,0.165345891921023,0.0854012542256626,0.0028538533143893,0.336215766008525,0.467272549115673,0.379819705060996,0.223286463181618,0.00839008377835481
2020-04-23,Alabama,0.234830483562785,0.351415903189457,0.259761893096859,0.148951545735143,0.00504017441575621,0.146134437313213,0.255015677820783,0.161052863651952,0.0885490666797315,0.00283548086815933,0.342094948802116,0.464026750281711,0.372776934006173,0.227267159864779,0.00832884229092156
2020-04-24,Alabama,0.23364239870658,0.350742246827691,0.256589584047817,0.154010092597129,0.00501567782078291,0.145111704473078,0.25466047719367,0.159693302630934,0.0923215423056195,0.00281098427318603,0.340257704179119,0.462679437558179,0.369776101121944,0.233575033070403,0.00832884229092156
2020-04-25,Alabama,0.232452890274299,0.350066446606936,0.253421847154432,0.159073789416311,0.00498502654802222,0.144081965104814,0.254303719172755,0.158338896067708,0.096087305329814,0.00278647061345222,0.338357145919199,0.461268058473014,0.366773022065173,0.239881437206425,0.00826755017178132
2020-04-26,Alabama,0.232575372499066,0.341400829204662,0.256796232446766,0.164267035746437,0.00496053010306879,0.144375922444255,0.24683230346196,0.159086037638788,0.0989350170556498,0.00277422239097551,0.337132323671527,0.450734587143041,0.370080042133885,0.247904022928673,0.00820630905939775
2020-04-27,Alabama,0.232697854723833,0.332741335913625,0.260164493627862,0.169460282076564,0.00493603365811537,0.144676003894935,0.239360887751165,0.159833179209867,0.101782728781486,0.00276809827973715,0.335968742536239,0.440201115813068,0.373387062202598,0.255926608650919,0.00820630905939775
2020-04-28,Alabama,0.227786317510671,0.332159545345982,0.256153200766739,0.179007771497161,0.00489316487944687,0.141644568831948,0.240395862550447,0.156495538584963,0.109260268603519,0.00274972594602208,0.331988070231308,0.438853811340629,0.368549014324296,0.267746143340948,0.00820630905939775
2020-04-29,Alabama,0.222876145215815,0.331579785409828,0.25213732791142,0.188556415658224,0.00485032580471315,0.138620106805154,0.241432315908089,0.153158835921807,0.116738523345255,0.00273137033952281,0.327948165205037,0.437570427710548,0.363713193866053,0.279506148645338,0.00814511782862182
2020-04-30,Alabama,0.22093343703495,0.330769372094875,0.248902253060525,0.194575262265064,0.00481967554458659,0.136782024508693,0.240242759769488,0.150242821010601,0.120834838844013,0.00270073305611523,0.323598037834759,0.435240585709999,0.361873733074488,0.286608405955086,0.00814506794701419
2020-05-01,Alabama,0.218987310763804,0.32996301014159,0.24567022683847,0.2005964920876,0.00478296016853657,0.134939493410416,0.239056146195679,0.147334770466905,0.124932634363823,0.00267012885208956,0.319190632502082,0.432977316153055,0.360099946107491,0.293714173729851,0.00808387634118857
2020-05-02,Alabama,0.220383616677282,0.33454999755034,0.239190877468032,0.201135417177012,0.0047400911273333,0.136139826564108,0.242583655871834,0.144542158639949,0.125851256675322,0.00263950810837294,0.32102787712508,0.437386703248249,0.351954828278869,0.294510313066484,0.00796139336632208
2020-05-03,Alabama,0.221777206197563,0.339132831159287,0.232714801886215,0.201677996203074,0.00469716455386123,0.137332353481536,0.24610815114214,0.14174781064364,0.126774450364382,0.00261497948435299,0.322861167248454,0.441851919897116,0.343805499418213,0.295302835446139,0.0079000551166636
2020-05-04,Alabama,0.215908186199759,0.345802176535793,0.235199372883328,0.198423634459571,0.00466662992154917,0.132294671345545,0.250938531542621,0.143122232633339,0.123408477098606,0.00257828241072468,0.315640559260688,0.450311414870749,0.347302602166737,0.291327539853142,0.00783895839840281
2020-05-05,Alabama,0.210039929449807,0.352463132624565,0.237684336877174,0.195170496301014,0.00464210474744011,0.127253686737544,0.255762823967469,0.144487041301259,0.120039439517907,0.00254764587722307,0.308412130713831,0.458759982362452,0.350791240017638,0.287283817549361,0.00783891039145559
2020-05-06,Alabama,0.205042624075254,0.357460437999118,0.235161187594924,0.197699769732007,0.00463598059869678,0.123842535887512,0.259780265543089,0.142178237225026,0.121821566802214,0.00253539757973642,0.303390328744304,0.464884131105776,0.349015236882073,0.289794718534124,0.00783891039145559
2020-05-07,Alabama,0.200040419629242,0.36245383894615,0.23263946303135,0.200230269402953,0.00463600899030541,0.120432122581712,0.263799322665001,0.139870289735252,0.123604451058566,0.00252928892073466,0.298370354039207,0.470949922529044,0.347180118441762,0.29236865151543,0.00783895839840281
2020-05-08,Alabama,0.205526431825976,0.355966145705747,0.236030816716476,0.19785287345059,0.00462373230121013,0.124920386066337,0.258359463034638,0.141535201606977,0.12227475380922,0.00251702513350644,0.305717505266768,0.464087991769144,0.350362549605605,0.288508647298026,0.00783891039145559
2020-05-09,Alabama,0.211012376828813,0.349484656039292,0.23941600475231,0.195475506617102,0.00461145576248247,0.129408594577712,0.252913545921648,0.143193968975252,0.120951196957542,0.00250476149648782,0.313003325392402,0.457226145055699,0.353544941790323,0.284587449246428,0.00783886238509636
2020-05-10,Alabama,0.207362406530752,0.345540728401791,0.240928660228184,0.20155674907679,0.00461145576248247,0.126762978522742,0.250727238209555,0.144179950884628,0.126279173734912,0.00249863738524947,0.308716447525553,0.451653203828794,0.35556589849898,0.29199762384484,0.00783886238509636
2020-05-11,Alabama,0.203712436232692,0.341596800764289,0.242447439815297,0.20763186742524,0.00461145576248247,0.124117362467772,0.248540930497462,0.145172056905242,0.131607150512282,0.00249863738524947,0.30436832854632,0.44608026260189,0.357525614095255,0.299407798443251,0.00783886238509636
2020-05-12,Alabama,0.204533067138632,0.344009700592202,0.238136065503494,0.208703586891952,0.00461757987372083,0.124448064474643,0.25115592599624,0.14301636974934,0.132293050970978,0.00251088560772618,0.304674534108238,0.450857069367808,0.351768949531199,0.302408612950046,0.00783886238509636
2020-05-13,Alabama,0.205354955661163,0.346424721963647,0.233826123168879,0.2097704669051,0.00462373230121013,0.124785654793984,0.253772475625888,0.140861545245211,0.132979765812552,0.00252314928224977,0.304921365930136,0.455697907990789,0.346075645485278,0.305411297829602,0.00777766890402234
2020-05-14,Alabama,0.20979367869238,0.33999228361984,0.234308495979521,0.211263465389585,0.00464207631867425,0.127571361206205,0.247940767596103,0.140468739474184,0.134681454353937,0.00252925794144125,0.310492439784676,0.44779501374863,0.348645652799637,0.306634249704512,0.0077776212727128
2020-05-15,Alabama,0.21422753522895,0.333561966819565,0.234792300767351,0.212757748531744,0.00466044865238932,0.130357831819657,0.242116737808426,0.140076796354929,0.1363839572782,0.00252925794144125,0.316065381011581,0.439956151363533,0.351217779519747,0.307859071952183,0.0077776212727128
2020-05-16,Alabama,0.218503503013081,0.332253441771594,0.232466562147861,0.212122140022537,0.00465435304492675,0.13459654108079,0.240930135711136,0.138638479251384,0.134694527460683,0.00254152172847974,0.322558914310911,0.436958012836216,0.348709029444907,0.307371025427466,0.00777766890402234
2020-05-17,Alabama,0.222784282984665,0.330948998089266,0.230139385625398,0.211479104404488,0.00464822889618343,0.13883445201117,0.239748175003675,0.137193180147959,0.133004262407525,0.00255377002596639,0.328989270491402,0.433957179951987,0.346136886972711,0.306942335015433,0.00783891039145559
2020-05-18,Alabama,0.220206016363725,0.328517711038166,0.22852261035716,0.218111557493508,0.00464210474744011,0.136158199010338,0.237451619224928,0.137052324726863,0.137952574592132,0.00252314928224977,0.32537602273284,0.431262554504924,0.34460584978688,0.313311449708491,0.00783891039145559
2020-05-19,Alabama,0.217633873891529,0.326086423987066,0.226899710940179,0.224744010582529,0.00463598059869678,0.133481946009505,0.235161187594924,0.136905345157023,0.142900886776738,0.00249252853853314,0.321762774974279,0.428629170545294,0.343074812601048,0.319680564401548,0.00783891039145559
2020-05-20,Alabama,0.216839062509569,0.328133899208143,0.221419953823636,0.228983323840845,0.00462376061780791,0.132300795531794,0.236644680838034,0.133035697881644,0.145112593164183,0.00249254380324214,0.322254680409341,0.431571404949567,0.336034099469033,0.32599043402108,0.00777771653591529
2020-05-21,Alabama,0.21604904248348,0.330179377415226,0.215938807131002,0.233221260724981,0.0046115122453104,0.131124951772033,0.23813285809648,0.129159087986184,0.147329548586232,0.00249254380324214,0.322683373446753,0.434449772486481,0.328991285282968,0.332298345857294,0.00777771653591529
2020-05-22,Alabama,0.213616432315908,0.327819558081427,0.219171035226104,0.234781490372838,0.00461148400372348,0.129195041889177,0.236710597226985,0.130909803537308,0.149172015089902,0.00249252853853314,0.319435598451815,0.430956347067757,0.333704865023762,0.335052177747293,0.00777766890402234
2020-05-23,Alabama,0.211191269413552,0.325461760815247,0.222398461613836,0.236337024153643,0.00461148400372348,0.12726593503503,0.235295918867277,0.132661310077899,0.151015383861643,0.00249865268727647,0.31612855813042,0.427526823771496,0.338481701043555,0.337808044681789,0.00777766890402234
2020-05-24,Alabama,0.208962079270981,0.325351526137867,0.223084366273088,0.238002792611827,0.00459923570623683,0.125924746460242,0.234444662191955,0.132936896771349,0.1532568223017,0.00250477683601979,0.313923864582823,0.425995786585665,0.339829013767086,0.338175493606389,0.00777766890402234
2020-05-25,Alabama,0.20673774718444,0.325239299646639,0.223768900538309,0.239667093313083,0.00458695931752904,0.124582794921887,0.233585850853395,0.133205543545493,0.155491184341872,0.00251088560772618,0.311717262032348,0.424462149930491,0.341174237088842,0.338540869256349,0.0077776212727128
2020-05-26,Alabama,0.20997256381363,0.320966635637646,0.222833276174612,0.241671157709078,0.00455636666503356,0.126261574641125,0.2311008769781,0.132502082210573,0.15583508892264,0.00249252853853314,0.314903728381755,0.419075498505708,0.340135221204253,0.341298809465484,0.00771642741658909
2020-05-27,Alabama,0.213207420064059,0.316693919295474,0.221897640351038,0.243669122465352,0.00453189782407663,0.127940374922682,0.228609748479671,0.131798612259396,0.156178997715679,0.00247417124449589,0.318028991897702,0.413627539240723,0.339096192593409,0.343995541592411,0.00759399094845272
2020-05-28,Alabama,0.210370633481946,0.316373524080153,0.223709029444907,0.245014942922934,0.00453187007006026,0.126475919847141,0.228032678457694,0.132544951251776,0.156888442506492,0.00247415609230317,0.313923864582823,0.413992455048748,0.341176326490618,0.345708196560678,0.0075939444417226
2020-05-29,Alabama,0.207535152613787,0.3160550683455,0.225521777472931,0.246362255646465,0.00452574592131694,0.12501837244623,0.227457008475822,0.133292097398462,0.157598843760717,0.00246803194355985,0.309759443437362,0.414359903973348,0.343319778550781,0.347484199696242,0.0075939444417226
2020-05-30,Alabama,0.212396425968681,0.311141595575942,0.221925543055564,0.250004593083429,0.00453184231638383,0.128765562897685,0.223248351083049,0.131472420065038,0.160960015677725,0.00246189271781933,0.3167390332478,0.407314638463093,0.338479628143966,0.350789091733062,0.00771638016032923
2020-05-31,Alabama,0.217252846180698,0.30623005836278,0.218330689758649,0.253648439270251,0.00453796642762219,0.132513518975559,0.219047210773537,0.129659683138484,0.164322152747582,0.00246189271781933,0.323720520059526,0.400210669426599,0.33358033915328,0.354034870689391,0.0077776212727128
2020-06-01,Alabama,0.220334623487335,0.300340502670129,0.214810641320856,0.259970114154133,0.00454411836754691,0.134314830238597,0.215661897996178,0.127988584586742,0.168169124491696,0.00246803194355985,0.329356719416001,0.393599039733477,0.325865954632306,0.360283670569791,0.00777766890402234
2020-06-02,Alabama,0.223415070305228,0.294455195727794,0.211289255793445,0.266296359805987,0.00454411836754691,0.136121454117878,0.212281367889863,0.126316691979815,0.172021214051247,0.00247415609230317,0.335052177747293,0.386984959090686,0.318149527215717,0.366530302287982,0.00777766890402234
2020-06-03,Alabama,0.224701141541326,0.288722992504042,0.208949830973495,0.273081916613591,0.00454411836754691,0.135607025623438,0.20776174611729,0.124314095340748,0.177704424085052,0.00247415609230317,0.337011905345157,0.382208123070893,0.315883592180687,0.374307971192004,0.00777766890402234
