date,state_col,trendline_completely_satisfied,trendline_mostly_satisfied,trendline_not_satisfied_at_all,trendline_not_very_satisfied,trendline_unsure,ci_low_completely_satisfied,ci_low_mostly_satisfied,ci_low_not_satisfied_at_all,ci_low_not_very_satisfied,ci_low_unsure,ci_high_completely_satisfied,ci_high_mostly_satisfied,ci_high_not_satisfied_at_all,ci_high_not_very_satisfied,ci_high_unsure
2020-06-01,Ohio,0.147790376320479,0.517963685202882,0.131880052690033,0.187566185396596,0.0147997003900096,0.0859312446728827,0.404628457783403,0.0793449905726167,0.117648578143968,0.00870418679133197,0.228995015109642,0.628147842033215,0.201926802179921,0.276751814448433,0.0234264018389855
2020-06-02,Ohio,0.14817780303226,0.514735129271379,0.131544282873157,0.190691427538291,0.0148513572849136,0.0869127256760596,0.402458868197433,0.0790867060980964,0.12010228065191,0.00870418679133197,0.229408270268874,0.625229227471137,0.200919492729292,0.280212826407005,0.0234264018389855
2020-06-03,Ohio,0.14856522974404,0.511506573339876,0.13120851305628,0.193790841232534,0.0149288426272697,0.0878942066792365,0.400263450164011,0.0788025931761242,0.122555983159852,0.00870418679133197,0.229821525428106,0.622310612909058,0.199912183278663,0.283648009918124,0.0234005733915334
2020-06-04,Ohio,0.14404153107082,0.510124489901338,0.13148922981559,0.199442119944212,0.0149026292680407,0.0845859806808203,0.397851128674002,0.0786197634175319,0.126272018182757,0.00872978976186786,0.223591094581332,0.621571362157136,0.200397747817553,0.289865178986518,0.0233999690066636
2020-06-05,Ohio,0.139525273135832,0.508768757909962,0.131750910452773,0.20510370121652,0.0148513572849136,0.0813079525789705,0.395485187385386,0.0784151664643438,0.129994576026035,0.00878167213368804,0.217372213756231,0.620864219851745,0.200867835834388,0.296097321589999,0.0234005733915334
2020-06-06,Ohio,0.143403244136791,0.502841202603575,0.134130592003306,0.204644074801116,0.0149808864552123,0.0835830147742535,0.388392395908668,0.0798636222750284,0.129119743775183,0.00893687364397149,0.222414505630747,0.616618452319454,0.203843372249199,0.297086475875607,0.0235561524950925
2020-06-07,Ohio,0.147299635818891,0.496861843634579,0.136529173231397,0.204199705555699,0.0151096417594338,0.0858795877779787,0.381305369734225,0.0812821241315184,0.128238241599297,0.0090657850556603,0.227419479815068,0.612315003745125,0.206834207195805,0.298034455148901,0.0237105147609577
2020-06-08,Ohio,0.142030632538678,0.50006457111863,0.133843014696387,0.208900482991967,0.0151612986543379,0.0820311491076271,0.385050494614769,0.0798357310742051,0.132035023374745,0.0090657850556603,0.219541803342201,0.615181961412299,0.203838107291371,0.303174316191854,0.0236588578660537
2020-06-09,Ohio,0.136761629258465,0.503267298602681,0.131156856161376,0.213601260428236,0.0152129555492419,0.0782085388847276,0.388821447942764,0.0783893380168918,0.135831805150192,0.00909161350311233,0.211664126869334,0.618048919079474,0.200842007386936,0.308340005682258,0.0236072009711496
2020-06-10,Ohio,0.137049281950615,0.511571443330923,0.128319041223267,0.20787271412336,0.0151875193718359,0.0789079450356442,0.396967661948548,0.0759634259737576,0.131005269139374,0.00901436098770534,0.212883562351483,0.625555325963426,0.197618555635913,0.301425767124703,0.0236078107242484
