date,state,completely_satisified,mostly_satisified,not_very_satisfied,not_satisfied_at_all,unsure,ci_low_completely_satisified,ci_low_mostly_satisified,ci_low_not_very_satisfied,ci_low_not_satisfied_at_all,ci_low_unsure,ci_high_completely_satisified,ci_high_mostly_satisified,ci_high_not_very_satisfied,ci_high_not_satisfied_at_all,ci_high_unsure
2020-03-25,Alabama,0.184947026762202,0.40461755159532103,0.262355318758037,0.12811562251209502,0.019964480372343,0.109620919835874,0.27448098475105603,0.16822830546879702,0.069079551717802,0.011513258619633001,0.283789576826505,0.5435727846163261,0.37761038642905204,0.21189295119113202,0.032518831526731004
2020-03-26,Alabama,0.186918177364037,0.40635717785399306,0.258819206271435,0.12812346888780002,0.019781969622733,0.111158745712885,0.276518863302302,0.165666340029397,0.069390004899559,0.011513963743263,0.28613424791768705,0.5448922097011271,0.37242773150416403,0.21092601665850003,0.032153356197942004
2020-03-27,Alabama,0.18885486834047702,0.40808328230251,0.255235762400489,0.128169014084507,0.019657072872014,0.112676056338028,0.278505817513778,0.163012859767299,0.069626454378444,0.011512553582363002,0.288487446417636,0.546111451316595,0.367176974892835,0.20985915492957702,0.03178199632578
2020-03-28,Alabama,0.19083782459578602,0.40984811366976903,0.251653601175894,0.128184713375796,0.019475747182753002,0.114220970112689,0.28049975502204805,0.16046055854973001,0.069941205291523,0.011513963743263,0.29085007349338504,0.5474644781969621,0.36201616854483104,0.20890494855463002,0.031418422341989
2020-03-29,Alabama,0.19143854492008003,0.41864168044583205,0.24422806050584803,0.12664584481597102,0.019045869312266,0.11427521587359901,0.29101598383244504,0.156776287586502,0.069630718353848,0.011207054932941002,0.29003613203502904,0.553799987751852,0.35103190642415305,0.20534019229591502,0.030620368669238004
2020-03-30,Alabama,0.19205095229346503,0.427521587359911,0.236756690550554,0.12505358564517102,0.018617184150897,0.11433645661093701,0.301549390654663,0.153101843346193,0.069263273929818,0.010900851246249002,0.28930124318696804,0.5601077836977151,0.340008573703227,0.20178822953028303,0.0297629983465
2020-03-31,Alabama,0.186661767407679,0.429297568742727,0.238838875620062,0.126829567027987,0.018372221201543002,0.110294567946598,0.304795149733602,0.15389797293159402,0.070610570151264,0.010778369771572,0.28268724355441205,0.5605977095964231,0.341233388449996,0.20423785902382202,0.029211831710453003
2020-04-01,Alabama,0.18127258252189302,0.431012309388205,0.24098230142690902,0.128666789148141,0.018066017514850003,0.10631392001959701,0.30804090881254204,0.154694102516994,0.07195786637271101,0.010655888296895,0.27613448465919505,0.561148876232469,0.342458203196766,0.20668748851736102,0.028599424337069003
2020-04-02,Alabama,0.18237491579398601,0.430032457590789,0.23504194990507601,0.13479086288198902,0.017759813828158,0.10680384591830401,0.306448649641741,0.150774695327331,0.075509829138342,0.010410925347541001,0.27742054014330303,0.5612713577071461,0.33553799987751803,0.215506154694102,0.028109498438361004
2020-04-03,Alabama,0.183488486036256,0.42901763841254204,0.229115629593336,0.14098481136697702,0.017393434590886003,0.10723909848113601,0.30487506124448804,0.14680303772660402,0.079066634002939,0.010166585007349,0.27872366487016104,0.561489465948064,0.328637922586967,0.22433855952964202,0.027621264086232004
2020-04-04,Alabama,0.180966378835201,0.428501439157327,0.23087757976606002,0.142507195786637,0.017147406454773,0.10637516075693501,0.303570334986833,0.14746769551105401,0.07967419927735901,0.010104721660848,0.274297262539041,0.560536468859085,0.33039377794108604,0.22720313552575103,0.027068405903607002
2020-04-05,Alabama,0.17840519353258202,0.42797648211660905,0.232606565409113,0.14404703576678102,0.016964723174914,0.105524252817246,0.302302792748652,0.148089171974522,0.080352768250857,0.010044096031357001,0.269904458598726,0.5595908868201861,0.332190102890739,0.230034296913277,0.026580107790298003
2020-04-06,Alabama,0.185548071034905,0.426883037354562,0.23055725658297602,0.14035517452541302,0.016656460502143002,0.10802204531537,0.300612369871402,0.146785058175137,0.07856705450091801,0.009920391916717002,0.279363135333741,0.560012247397428,0.329210042865891,0.22443355786895203,0.026086956521739
2020-04-07,Alabama,0.19266335966685003,0.42580684671443403,0.228489191009859,0.13662808500214302,0.016412517606711002,0.110539530895952,0.29903852042378504,0.14550799191622202,0.07679588462245,0.009798517974156,0.288872558025598,0.5605977095964231,0.32629064853940803,0.21881315451038003,0.025598628207483
2020-04-08,Alabama,0.19100985975871101,0.42788903178394205,0.231061301978075,0.133872251821911,0.016167554657358002,0.109498438361197,0.301549390654663,0.14612039928960702,0.075142384714311,0.009614795762140001,0.28587176189601304,0.562128728029885,0.330516259415763,0.214158858472656,0.025292424520791
2020-04-09,Alabama,0.189306712395884,0.42993630573248404,0.23370896619304202,0.13112444879960802,0.01592356687898,0.10852523272905401,0.30401763841254204,0.146741793238608,0.07355463008329201,0.009492895639392,0.28294953454189103,0.563694267515923,0.33476237138657505,0.20951739343459003,0.025048995590396
2020-04-10,Alabama,0.185815776580107,0.43165115139637406,0.23530132288094002,0.13155316021558,0.015678588926996,0.10723909848113601,0.305732484076433,0.147599216070553,0.073248407643312,0.009309162175404001,0.278846153846153,0.5652253797158251,0.33629348358647704,0.21147721705046502,0.024620284174424002
2020-04-11,Alabama,0.182313675056647,0.43333945740706703,0.236879172025231,0.132035029701757,0.015432665809296002,0.10594647559556601,0.307428501439157,0.148447547308469,0.07293771817012601,0.009186110600771001,0.27466470696307105,0.566783024067609,0.33786514789638,0.21348521036193202,0.024190091248698004
2020-04-12,Alabama,0.180854973052425,0.432447329740323,0.24050710436060702,0.13094071533561902,0.015249877511024001,0.10405438510534001,0.306651151396374,0.150722684958353,0.07214600685938201,0.009125428711415001,0.27406908378245903,0.567123958843704,0.344928956393924,0.21147721705046502,0.023885350318471003
2020-04-13,Alabama,0.17943536040173902,0.431502235286912,0.24416681976851,0.12983036315757202,0.015065221385265,0.10214954988058,0.305775001531018,0.15304060260885502,0.07128421826198701,0.009124869863433001,0.273439892216302,0.5673341907036561,0.351889276746892,0.209382080960254,0.023638924612652
2020-04-14,Alabama,0.169391879478228,0.443137975381223,0.24190091248698603,0.130810214954988,0.014759017698573,0.095351828036009,0.315022352869128,0.151999510074101,0.07177414416069501,0.008879906914079,0.25966072631514403,0.57639781982975,0.348276073243921,0.21189295119113202,0.023087757976606
2020-04-15,Alabama,0.159296913277805,0.45474032337089604,0.239649681528662,0.13185938265556102,0.014453699167074001,0.08862077413032801,0.324289563939245,0.150967662910338,0.072207251347378,0.008696717295443001,0.24589661930426202,0.5854973052425281,0.34468397844194004,0.21441695247427703,0.022599216070553003
2020-04-16,Alabama,0.161011758941695,0.449289563939245,0.24136452719255203,0.133880450759431,0.014453699167074001,0.089600685938265,0.318716315531602,0.151825085742283,0.073493385595296,0.008635472807447,0.24957128858402702,0.583598726114649,0.34927731504164605,0.21723419892209703,0.022721705046545002
