Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-06-05,"Del Monte Beach, Monterey, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.montereyherald.com/preparing-to-paddle-out-in-protest,1,"Del Monte Beach, Monterey",California,CA
2020-06-05,"Little Village, Chicago, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/news/breaking/ct-mothers-march-for-peace-20200606-zs6asox4yregzp45ki5gpevcie-story.html,1,"Little Village, Chicago",Illinois,IL
2020-06-05,"Louisville, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wdrb.com/news/images-health-care-workers-march-through-downtown-louisville-to-honor-breonna-taylor/collection_80be12a6-a779-11ea-8ee4-bfae94e8b4e9.html,1,Louisville,Kentucky,KY
2020-06-05,"Reeves Park, Phoenixville, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pottsmerc.com/glidera-garner-speaks-at-george-floyd-protest/video_33eeddc8-a780-11ea-b96c-6f21a026e3fe.html,1,"Reeves Park, Phoenixville",Pennsylvania,PA
2020-06-05,"Vernon, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journalinquirer.com/vernon-protest/image_7dcd022e-a78c-11ea-a16a-277feee92d09.html,1,Vernon,Connecticut,CT
2020-06-05,"Chattanooga, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesfreepress.com/news/local/story/2020/jun/05/ut-medical-students-demonstration/524700/,1,Chattanooga,Tennessee,TN
2020-06-05,"Fayetteville, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://abc11.com/nc-protest-raleigh-curfew-george-floyd/6232583/,1,Fayetteville,North Carolina,NC
2020-06-05,"Elmira, NY",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.stargazette.com/story/news/local/2020/06/05/elmira-protest-george-floyd-death/3154470001/,1,Elmira,New York,NY
2020-06-05,"Asbury Park, NJ",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.app.com/story/news/local/communitychange/2020/06/05/nj-protests-asbury-park-march-organized-basketball-stars/3153709001/,1,Asbury Park,New Jersey,NJ
2020-06-05,"Hempstead, NY",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Hempstead,New York,NY
2020-06-05,"Central Islip, NY",175.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Central Islip,New York,NY
2020-06-05,"Mount Sinai, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Mount Sinai,New York,NY
2020-06-05,"Valley Stream, NY",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Valley Stream,New York,NY
2020-06-05,"Glen Cove, NY",35.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Glen Cove,New York,NY
2020-06-05,"Montauk, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45355777,1,Montauk,New York,NY
2020-06-05,"Palm Beach Gardens, FL",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.palmbeachdailynews.com/news/20200605/ldquoi-wonrsquot-stay-silentrdquo-march-for-social-justice-along-military-trail--draws-crowd-in-gardens,2,Palm Beach Gardens,Florida,FL
2020-06-05,"Frank Ogawa Plaza, Oakland, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.eastbaytimes.com/oakland-naacp-ministers-lead-george-floyd-protest,1,"Frank Ogawa Plaza, Oakland",California,CA
2020-06-05,"Venice Beach, Los Angeles, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybreeze.com/venice-demonstrators-hit-the-sand-not-the-street-in-response-to-floyds-death,1,"Venice Beach, Los Angeles",California,CA
2020-06-05,"Santa Monica, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybreeze.com/venice-demonstrators-hit-the-sand-not-the-street-in-response-to-floyds-death,1,Santa Monica,California,CA
2020-06-05,"Veterans Park, Culver City, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybreeze.com/300-plus-culver-city-demonstrators-call-for-justice-amid-week-of-george-floyd-protests,1,"Veterans Park, Culver City",California,CA
2020-06-05,"Wilmington, NC",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.starnewsonline.com/news/20200605/emotional-testimonies-fuel-student-led-protest-in-wilmington,1,Wilmington,North Carolina,NC
2020-06-05,"Cicero, IL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/90b0f32dc79aa68b9e23b77db89bcbc7,1,Cicero,Illinois,IL
2020-06-05,"Syracuse, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.localsyr.com/news/local-news/protestors-march-down-erie-boulevard-from-shoppingtown-mall-to-syracuse/,1,Syracuse,New York,NY
2020-06-05,"Market Square, Newburyport, MA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newburyportnews.com/news/local_news/hundreds-rally-in-newburyport-against-racism-injustice-in-u-s/article_ef749693-d9b1-53c3-9309-37aa3becacad.html,1,"Market Square, Newburyport",Massachusetts,MA
2020-06-05,"Southfield, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thenewsherald.com/multimedia/hundreds-of-people-march-down-southfield-in-allen-park-lincoln-park/video_bfdb5040-a6d2-11ea-a105-cb4dcf48a702.html,1,Southfield,Michigan,MI
2020-06-05,"Brookline, MA",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcvb.com/article/protesters-police-embrace-after-brookline-march-rally/32785791,1,Brookline,Massachusetts,MA
2020-06-05,"Jupiter, FL",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.palmbeachpost.com/news/20200605/protesters-rally-outside-trump-national-in-jupiter-rsquowe-want-to-be-part-of-solutionrsquo,1,Jupiter,Florida,FL
2020-06-05,"Harmon Park, Williston, ND",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.willistonherald.com/news/public_safety/dozens-gather-at-hamron-park-to-protest-police-violence/article_62f51226-a772-11ea-87ab-5be5b389e38c.html,1,"Harmon Park, Williston",North Dakota,ND
2020-06-05,"Ontario County Courthouse, Canandaigua, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mpnnow.com/news/20200605/scenes-from-black-lives-matter-protest-in-canandaigua,1,"Ontario County Courthouse, Canandaigua",New York,NY
2020-06-05,"Kansas City, MO",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox4kc.com/news/more-than-1000-protesters-pack-downtown-kansas-city-streets-around-city-hall/,1,Kansas City,Missouri,MO
2020-06-05,"Worthington, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nbc4i.com/news/worthington-kilbourne-students-gather-to-protest-speak-openly-with-each-other/,1,Worthington,Ohio,OH
2020-06-05,"Raeford, NC",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fayobserver.com/news/20200605/protesters-march-for-george-floyd-in-raeford,2,Raeford,North Carolina,NC
2020-06-05,"Wichita, KS",100.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.kake.com/story/42215879/wichita-united-unity-rally,1,Wichita,Kansas,KS
2020-06-05,"Washington Square, Salt Lake City, UT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox13now.com/news/local-news/utahs-pacific-islander-community-rallies-in-support-of-black-lives-matter,1,"Washington Square, Salt Lake City",Utah,UT
2020-06-05,"Laishley Park, Punta Gorda, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nbc-2.com/story/42216306/punta-gorda-black-lives-matter-rally-postponed-due-to-rain,1,"Laishley Park, Punta Gorda",Florida,FL
2020-06-05,"Crystal Lake, IL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nwherald.com/2020/06/05/no-one-injured-as-driver-attempted-to-cross-intersection-where-black-lives-matter-protesters-blocked-traffic-in-crystal-lake/avrvs3a/,1,Crystal Lake,Illinois,IL
2020-06-05,"Temecula, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pe.com/hundreds-protest-in-temecula-after-mayors-comments-on-police,1,Temecula,California,CA
2020-06-06,"Bellingham, WA",7000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bellinghamherald.com/news/local/article243381181.html,2,Bellingham,Washington,WA
2020-06-06,"Paul Bunyan Park, Bemidji, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bemidjipioneer.com/news/crime-and-courts/6524358-Please-have-a-voice-Bemidji-Hundreds-gather-in-Paul-Bunyan-Park-to-rally-against-racism,3,"Paul Bunyan Park, Bemidji",Minnesota,MN
2020-06-06,"Philadelphia, PA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://cumberlink.com/news/state-and-regional/thousands-in-philadelphia-march-saturday-in-protest-of-floyds-death/article_7146b2b2-8424-537c-bfa3-63757c73edf7.html,7,Philadelphia,Pennsylvania,PA
2020-06-06,"Denver, CO",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://durangoherald.com/articles/327371,4,Denver,Colorado,CO
2020-06-06,"Newport, RI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newportri.com/news/20200606/lsquowe-want-changersquo-black-lives-matter-demonstrators-flood-newport,3,Newport,Rhode Island,RI
2020-06-06,"Pendleton, IN",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldbulletin.com/news/local_news/more-than-100-march-in-pendleton-saturday-morning/article_87eaff84-a7f7-11ea-b6ae-b702a9cf5bff.html,3,Pendleton,Indiana,IN
2020-06-06,"Edmond, OK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://oklahoman.com/gallery/6041397/demonstrators-gather-in-edmond-for-rally,1,Edmond,Oklahoma,OK
2020-06-06,"Syracuse, NY",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.syracuse.com/crime/2020/06/live-updates-largest-syracuse-demonstration-yet-against-police-brutality-starts.html,3,Syracuse,New York,NY
2020-06-06,"Legion Field, Birmingham, AL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.birminghamtimes.com/2020/06/birmingham-protesters-jogged-in-place-for-846-to-honor-george-floyd/,3,"Legion Field, Birmingham",Alabama,AL
2020-06-06,"Conway, SC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.myrtlebeachonline.com/news/local/article243339011.html,2,Conway,South Carolina,SC
2020-06-06,"Lincoln Memorial, Washington, DC",10000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fresnobee.com/news/local/article243340801.html,7,"Lincoln Memorial, Washington",District of Columbia,DC
2020-06-06,"Shappell Park, Phillipsburg, PA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lehighvalleylive.com/phillipsburg/2020/06/phillipsburg-protests-racism-police-violence-as-demonstrations-shift-to-smaller-towns-photos.html,3,"Shappell Park, Phillipsburg",Pennsylvania,PA
2020-06-06,"Nazareth, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lehighvalleylive.com/phillipsburg/2020/06/phillipsburg-protests-racism-police-violence-as-demonstrations-shift-to-smaller-towns-photos.html,1,Nazareth,Pennsylvania,PA
2020-06-06,"Payrow Plaza, Bethlehem, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lehighvalleylive.com/phillipsburg/2020/06/phillipsburg-protests-racism-police-violence-as-demonstrations-shift-to-smaller-towns-photos.html,1,"Payrow Plaza, Bethlehem",Pennsylvania,PA
2020-06-06,"Americus, GA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wrbl.com/news/americus-community-gathers-for-peaceful-march/,2,Americus,Georgia,GA
2020-06-06,"Lakewood, NJ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=W-RTRPUdNE0,4,Lakewood,New Jersey,NJ
2020-06-06,"Saginaw, MI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=gSIn16o9erY,6,Saginaw,Michigan,MI
2020-06-06,"Winston-Salem, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://myfox8.com/news/local-educators-rally-against-racial-injustice-call-for-desegregation-in-winston-salem-forsyth-county-schools/,4,Winston-Salem,North Carolina,NC
2020-06-06,"Ossining, NY",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://westchester.news12.com/story/42218647/thousands-march-peacefully-in-ossining-over-death-of-george-floyd,1,Ossining,New York,NY
2020-06-06,"Bellport, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://longisland.news12.com/story/42218084/bellport-protesters-participate-in-moment-of-silence-for-nearly-9-minutes-to-honor-george-floyd,1,Bellport,New York,NY
2020-06-06,"Englewood, NJ",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://newjersey.news12.com/story/42218215/englewood-protesters-tackle-issues-of-police-brutality-call-for-more-transparency,1,Englewood,New Jersey,NJ
2020-06-06,"Madison, WI",,Racial Injustice,Civil Rights; Healthcare; For racial justice,Yes,http://wkow.com/2020/06/06/traffic-alert-west-washington-avenue-closed-due-to-protest-march/,3,Madison,Wisconsin,WI
2020-06-06,"Detroit, MI",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.freep.com/story/news/local/michigan/detroit/2020/06/06/black-lives-matter-dequindre-cut-rashida-tlaib/3164803001/,4,Detroit,Michigan,MI
2020-06-06,"Mountain Home, AR",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.baxterbulletin.com/story/news/local/2020/06/07/protests-mostly-peaceful-arrive-mh/3171308001/,1,Mountain Home,Arkansas,AR
2020-06-06,"Raleigh, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsobserver.com/news/local/article243334836.html,1,Raleigh,North Carolina,NC
2020-06-06,"Milwaukee, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wisn.com/article/giannis-antetokounmpo-bucks-hand-out-water-to-protesters/32789586,4,Milwaukee,Wisconsin,WI
2020-06-06,"Jackson, MS",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/9b68eacdfb1c24d97adf64757c1fde4f,3,Jackson,Mississippi,MS
2020-06-06,"Trotwood, OH",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.daytondailynews.com/news/protesters-gather-trotwood-protest-death-george-floyd/A6ptIgASohZdKRWqVxuMXI/,1,Trotwood,Ohio,OH
2020-06-06,"Miramar, FL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://wsvn.com/news/local/miami-dade/hundreds-march-in-parts-of-broward-miami-dade-for-2nd-weekend/,2,Miramar,Florida,FL
2020-06-06,"Richmond, KY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kentucky.com/news/local/counties/madison-county/article243338496.html,1,Richmond,Kentucky,KY
2020-06-06,"University of North Carolina, Charlotte, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wistv.com/2020/06/06/unc-charlotte-students-march-end-injustice-journey-toward-change/,2,"University of North Carolina, Charlotte",North Carolina,NC
2020-06-06,"Elkin, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.elkintribune.com/news/29831/protest-disrupted-by-gun-wielding-motorist#,3,Elkin,North Carolina,NC
2020-06-06,"Columbus, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ledger-enquirer.com/news/local/article243334361.html,2,Columbus,Georgia,GA
2020-06-06,"Brockton, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcvb.com/article/this-is-a-lifetime-struggle-brockton-protesters-letting-youth-lead-way/32789115,1,Brockton,Massachusetts,MA
2020-06-06,"Concord, NH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/news/article/More-than-10-000-in-Providence-protest-George-15321852.php,3,Concord,New Hampshire,NH
2020-06-06,"Hutchinson, KS",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ksn.com/news/local/hutchinson-demonstration-remains-peaceful-despite-rumors-of-counter-protest/,4,Hutchinson,Kansas,KS
2020-06-06,"Cleveland, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news5cleveland.com/news/america-in-crisis/protesters-rally-for-father-of-4-killed-by-off-duty-officer-in-cleveland,1,Cleveland,Ohio,OH
2020-06-06,"York, ME",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fosters.com/news/20200606/york-demonstrators-join-in-calls-for-justice,1,York,Maine,ME
2020-06-06,"Huntington Beach, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,2,Huntington Beach,California,CA
2020-06-06,"Irvine, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Irvine,California,CA
2020-06-06,"Fullerton, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Fullerton,California,CA
2020-06-06,"Chaparral Park, Anaheim, CA",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,"Chaparral Park, Anaheim",California,CA
2020-06-06,"Newport Harbor High School, Newport Beach, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,"Newport Harbor High School, Newport Beach",California,CA
2020-06-06,"Placentia, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Placentia,California,CA
2020-06-06,"Costa Mesa, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Costa Mesa,California,CA
2020-06-06,"Westminster, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Westminster,California,CA
2020-06-06,"Lake Forest, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Lake Forest,California,CA
2020-06-06,"Buena Park, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier,1,Buena Park,California,CA
2020-06-06,"Georgetown, SC",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.live5news.com/2020/06/06/march-justice-taking-place-saturday-georgetown-county/,2,Georgetown,South Carolina,SC
2020-06-06,"Nashville, TN",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theleafchronicle.com/story/news/2020/06/06/hundreds-gather-breathe-clarksville-gets-underway-veterans-plaza/3159606001/,2,Nashville,Tennessee,TN
2020-06-06,"Veterans Plaza, Clarksville, TN",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theleafchronicle.com/story/news/2020/06/06/hundreds-gather-breathe-clarksville-gets-underway-veterans-plaza/3159606001/,1,"Veterans Plaza, Clarksville",Tennessee,TN
2020-06-06,"Peace Center, Greenville, SC",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greenvilleonline.com/story/news/local/south-carolina/2020/06/06/greenville-sc-protesters-after-george-floyd-death-ask-am-threat-suit/3162960001/,1,"Peace Center, Greenville",South Carolina,SC
2020-06-06,"Tippecanoe County Courthouse, Lafayette, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jconline.com/story/news/2020/06/05/fencing-temporary-lights-go-up-around-courthouse-4th-demonstration-week-expected-saturday/3160950001/,1,"Tippecanoe County Courthouse, Lafayette",Indiana,IN
2020-06-06,"Lafayette, LA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theadvertiser.com/story/news/local/2020/06/06/george-floyd-lafayette-protests-police-brutality-river-ranch/3143194001/,2,Lafayette,Louisiana,LA
2020-06-06,"French River Park, Webster, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.telegram.com/photogallery/WT/20200606/NEWS/606009996/PH/1,5,"French River Park, Webster",Massachusetts,MA
2020-06-06,"Porter Square, Cambridge, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.cambridgeday.com/2020/06/07/protest-draws-thousands-to-hear-the-challenges-of-reforming-police-education-other-institutions/?utm_source=rss&utm_medium=rss&utm_campaign=protest-draws-thousands-to-hear-the-challenges-of-reforming-police-education-other-institutions,3,"Porter Square, Cambridge",Massachusetts,MA
2020-06-06,"City Hall, Jersey City, NJ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nj.com/news/2020/06/a-day-of-demonstrations-tens-of-thousands-of-new-jerseyans-take-the-streets-in-protest.html,2,"City Hall, Jersey City",New Jersey,NJ
2020-06-06,"Atlantic City, NJ",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nj.com/news/2020/06/a-day-of-demonstrations-tens-of-thousands-of-new-jerseyans-take-the-streets-in-protest.html,1,Atlantic City,New Jersey,NJ
2020-06-06,"Coos Bay, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kezi.com/content/news/Coos-Bay-BLM-protest-ends-in-arrest-Saturday-571082441.html,1,Coos Bay,Oregon,OR
2020-06-06,"Anderson, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldbulletin.com/multimedia/anderson-protest-addresses-social-justice-economic-inequality/video_a6a36c4b-959a-586a-955c-be95c5b09972.html,1,Anderson,Indiana,IN
2020-06-06,"Phoenix, AZ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/06/07/phoenix-police-make-no-arrests-10th-day-protests/3170512001/,3,Phoenix,Arizona,AZ
2020-06-06,"Sioux City, IA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://siouxcityjournal.com/multimedia/watch-now-community-protest-at-cook-park/video_cd41878f-c734-5ef5-a36c-e52d6c266db7.html,1,Sioux City,Iowa,IA
2020-06-06,"Union Park, Chicago, IL",20000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/news/breaking/ct-george-floyd-chicago-protests-20200606-ee4mdvafvbfhfcpr7lrzfayypu-story.html,1,"Union Park, Chicago",Illinois,IL
2020-06-06,"Winnetka, IL",4000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/news/breaking/ct-george-floyd-chicago-protests-20200606-ee4mdvafvbfhfcpr7lrzfayypu-story.html,1,Winnetka,Illinois,IL
2020-06-06,"Portland, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=-CkGl4gTxTs,8,Portland,Oregon,OR
2020-06-06,"Raeford, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wxii12.com/article/north-carolina-remember-george-floyd-death-saturday-1591482453/32789277,1,Raeford,North Carolina,NC
2020-06-06,"The Dalles, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thedalleschronicle.com/free_news/black-lives-matter-rally-the-dalles-june-6-2021/collection_c3b11e64-a8f5-11ea-bcbc-77ae23692153.html,1,The Dalles,Oregon,OR
2020-06-06,"Memphis, TN",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.commercialappeal.com/story/news/2020/06/06/tami-sawyer-michalyn-easter-thomas-and-others-pledge-change-memphis-institutions/3163359001/,2,Memphis,Tennessee,TN
2020-06-06,"Lassiter High School, Marietta, GA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mdjonline.com/news/systemic-racism-the-target-of-prayer-and-protest-across-cobb-saturday/article_ef16abb8-a824-11ea-a36e-b7134aaf7d8e.html,1,"Lassiter High School, Marietta",Georgia,GA
2020-06-06,"Smyrna, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mdjonline.com/news/systemic-racism-the-target-of-prayer-and-protest-across-cobb-saturday/article_ef16abb8-a824-11ea-a36e-b7134aaf7d8e.html,1,Smyrna,Georgia,GA
2020-06-06,"Marietta Square, Marietta, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mdjonline.com/news/systemic-racism-the-target-of-prayer-and-protest-across-cobb-saturday/article_ef16abb8-a824-11ea-a36e-b7134aaf7d8e.html,1,"Marietta Square, Marietta",Georgia,GA
2020-06-06,"Lufkin, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://lufkindailynews.com/news/local/article_d6f146bf-4827-547f-8f88-b5966a3cc128.html,1,Lufkin,Texas,TX
2020-06-06,"San Benito High School, Hollister, CA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://benitolink.com/black-lives-matter-protest-in-hollister-draws-1000-participants/,2,"San Benito High School, Hollister",California,CA
