Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-06-01,"St. Petersburg, FL",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abcactionnews.com/news/region-pinellas/arrests-made-after-projectile-cache-found-in-suv-near-st-petersburg-protest,4,St. Petersburg,Florida,FL
2020-06-01,"Tulsa, OK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tulsaworld.com/news/local/watch-now-after-peaceful-protest-at-tulsa-hills-young-protesters-move-to-71st-and-memorial/article_d1094183-c4e4-5674-b6f2-5d5c3bc7030b.html,3,Tulsa,Oklahoma,OK
2020-06-01,"Escondido, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.10news.com/news/local-news/north-county-news/escondido-officers-seen-taking-a-knee-with-anti-police-violence-protesters,1,Escondido,California,CA
2020-06-01,"Tucson, AZ",15.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kold.com/2020/06/01/small-protest-downtown-tucson-monday/,2,Tucson,Arizona,AZ
2020-06-01,"Detroit, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.metrotimes.com/news-hits/archives/2020/06/02/16-year-old-protester-helped-prevent-a-potentially-violent-clash-between-protesters-and-detroit-cops,14,Detroit,Michigan,MI
2020-06-01,"Austin, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/,1,Austin,Texas,TX
2020-06-01,"Downtown, Indianapolis, IN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.southbendtribune.com/news/indiana/police-protests-in-indianapolis-impd-protesters-walk-together-but-not-everyone-happy/article_5e4f4bdc-a4bc-11ea-afc2-5379c224518b.html,6,"Downtown, Indianapolis",Indiana,IN
2020-06-01,"Kalamazoo, MI",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/kalamazoo/2020/06/charges-filed-against-three-people-after-disturbances-that-involved-vandalism-in-kalamazoo.html,7,Kalamazoo,Michigan,MI
2020-06-01,"Tallahassee, FL",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tallahassee.com/story/news/politics/2020/06/03/state-trooper-dhsmv-worker-fired-after-abhorrent-tweets-protesters/3136502001/,4,Tallahassee,Florida,FL
2020-06-01,"El Centro, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ivpressonline.com/news/local/hundreds-gather-for-black-lives-matter-rally/article_f2f00cc8-a489-11ea-ad8e-5fb90785ead6.html,2,El Centro,California,CA
2020-06-01,"Dallas, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.itemonline.com/cnhi_network/floyd-family-members-join-60-000-protesters-at-houston-rally/article_5f5a2d4c-a59f-11ea-b92d-df5ef6dd16c3.html,4,Dallas,Texas,TX
2020-06-01,"City Hall, Hancock, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mininggazette.com/news/2020/06/floyd-protests-may-mark-turning-point-protesters-say/,1,"City Hall, Hancock",Michigan,MI
2020-06-01,"Oakland, CA",15000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sfchronicle.com/bayarea/article/Crowds-gather-in-Oakland-San-Francisco-other-15309638.php,13,Oakland,California,CA
2020-06-01,"Cincinnati, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.cincinnati.com/story/news/2020/06/04/arrest-sisters-cincinnati-protest-goes-viral-cpd-responds/3148509001/,1,Cincinnati,Ohio,OH
2020-06-01,"City Hall, Salinas, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thecalifornian.com/story/news/2020/06/02/california-residents-kneel-george-floyd-protests-monday/5313164002/,6,"City Hall, Salinas",California,CA
2020-06-01,"State Capitol, Nashville, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/2020/06/04/nashville-police-arrest-3-cruiser-damage-protest/3145912001/,3,"State Capitol, Nashville",Tennessee,TN
2020-06-01,"Missoula, MT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://missoulacurrent.com/government/2020/06/protesters-missoula-floyd/,2,Missoula,Montana,MT
2020-06-01,"Five Corners, Martha's Vineyard, MA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mvtimes.com/2020/06/01/vigil-ends-violence/,3,"Five Corners, Martha's Vineyard",Massachusetts,MA
2020-06-01,"Mineola, NY",2500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://theislandnow.com/featured/around-2500-peacefully-protest-in-nassau-in-wake-of-george-floyds-death/,10,Mineola,New York,NY
2020-06-01,"Bourbon County, KS",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.fstribune.com/story/2814358.html,2,Bourbon County,Kansas,KS
2020-06-01,"Portland, OR",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kgw.com/article/news/local/protests/portland-protests-begin-for-fourth-night-in-a-row/283-90e2d774-e1f9-4b70-b076-87d229d0adec,17,Portland,Oregon,OR
2020-06-01,"Crown Point, IN",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journalgazette.net/news/local/indiana/20200602/7-arrested-in-terre-haute-300-march-peacefully-in-carmel,9,Crown Point,Indiana,IN
2020-06-01,"Crown Point, IN",21.0,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-crown-point-guns-st-0607-20200605-jfpnnm7drjdpxeyliwwkt2yhbm-story.html,8,Crown Point,Indiana,IN
2020-06-01,"State Capitol, Harrisburg, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pennlive.com/life/2020/06/black-lives-matter-protest-planned-for-elizabethtown-in-wake-of-george-floyds-death.html,4,"State Capitol, Harrisburg",Pennsylvania,PA
2020-06-01,"Omaha, NE",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/local/who-are-the-omaha-protesters-despite-claims-of-outside-agitators-most-of-those-arrested-are/article_41c606c3-e32c-5395-929c-3749e719efee.html,2,Omaha,Nebraska,NE
2020-06-01,"Las Vegas, NV",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rgj.com/story/news/2020/06/01/las-vegas-protest-george-floyd-black-lives-matter-protesters-trump-tower/5312668002/,10,Las Vegas,Nevada,NV
2020-06-01,"Henry Law Park, Dover, NH",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ledgertranscript.com/Despite-Covid-Risks-Thousands-Across-New-Hampshire-Protest-Killing-of-George-Floyd-34635067,1,"Henry Law Park, Dover",New Hampshire,NH
2020-06-01,"Bangor, ME",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://mainebeacon.com/portland-demonstrators-vow-to-return-each-night-until-they-speak-with-police-chief/,4,Bangor,Maine,ME
2020-06-01,"Rockland, ME",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://knox.villagesoup.com/p/hundreds-march-in-black-lives-matter-protest/1860708,3,Rockland,Maine,ME
2020-06-01,"Evans, GA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.augustachronicle.com/news/20200601/columbia-county-holds-peaceful-protest-in-wake-of-george-floyd-death,2,Evans,Georgia,GA
2020-06-01,"Glenview, IL",130.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/suburbs/glenview/ct-gla-glenview-black-lives-matter-protest-tl-0604-20200601-6h74uhehzjcj5jxrdmoqjnfv7i-story.html,1,Glenview,Illinois,IL
2020-06-01,"Civic Center, Decatur, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://herald-review.com/news/local/crime-and-courts/police-chief-sheriff-determined-to-stop-looters-but-praise-peaceful-decatur-protest-march/article_c377d723-2c41-5008-8499-f3dfe34a4ef2.html,3,"Civic Center, Decatur",Illinois,IL
2020-06-01,"Bristol, CT",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courant.com/breaking-news/hc-news-bristol-rally-20200601-gu3cjurg7vdjpjt7dsyuwekepy-story.html,2,Bristol,Connecticut,CT
2020-06-01,"Grant Circle, Gloucester, MA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.gloucestertimes.com/news/more-than-100-gathered-at-protest/article_235ced50-a443-11ea-99b1-5bfcf105a2b4.html,3,"Grant Circle, Gloucester",Massachusetts,MA
2020-06-01,"Shamokin, PA",25.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsitem.com/news/local/crowd-of-about-25-gathers-to-protest-in-shamokin/article_0809be65-7927-5a85-8413-8c149f379ec9.html,1,Shamokin,Pennsylvania,PA
2020-06-01,"Arlington, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.star-telegram.com/news/local/arlington/article243469606.html,4,Arlington,Texas,TX
2020-06-01,"Elgin, IL",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/suburbs/elgin-courier-news/ct-ecn-elgin-protest-police-station-george-floyd-st-0603-20200602-mxop6saxmfeajo2li6nw56mxja-story.html,1,Elgin,Illinois,IL
2020-06-01,"San Luis Obispo, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sanluisobispo.com/news/local/article243185491.html,4,San Luis Obispo,California,CA
2020-06-01,"Longview, WA",130.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://tdn.com/news/local/no-problems-at-longview-city-hall-protest/article_1ec45bff-1582-5b6c-a220-8deea90dfe4a.html,1,Longview,Washington,WA
2020-06-01,"Longview, WA",,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://tdn.com/news/local/no-problems-at-longview-city-hall-protest/article_1ec45bff-1582-5b6c-a220-8deea90dfe4a.html,1,Longview,Washington,WA
2020-06-01,"Racine, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://journaltimes.com/news/local/more-than-60-images-from-mondays-rally-in-racine/collection_eb501889-4254-5b9c-ae5b-28e0db66bc29.html,1,Racine,Wisconsin,WI
2020-06-01,"Sacramento, CA",650.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sacbee.com/news/local/article243164241.html,4,Sacramento,California,CA
2020-06-01,"Fort Worth, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.star-telegram.com/news/local/fort-worth/article243174201.html,4,Fort Worth,Texas,TX
2020-06-01,"Dozier Field, Park City, UT",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.parkrecord.com/news/park-city-peacefully-rallies-against-hate-racism-amid-outcry-after-killing-of-george-floyd/,2,"Dozier Field, Park City",Utah,UT
2020-06-01,"Paintsville, KY",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wymt.com/content/news/People-gather-in-Paintsville-to-protest--570933111.html,2,Paintsville,Kentucky,KY
2020-06-01,"Warren, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wfmj.com/clip/15075986/we-matter-protest-held-in-warren,2,Warren,Pennsylvania,PA
2020-06-01,"Beavercreek, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.daytondailynews.com/news/local/beavercreek-walmart-closes-ahead-planned-protest/wwg1y8K6mIUIWR3jkEYYmI/,4,Beavercreek,Ohio,OH
2020-06-01,"Tibbets Park, White Plains, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://westchester.news12.com/story/42197381/come-to-the-table-change-the-laws-police-organize-white-plains-rally-to-call-for-justice,1,"Tibbets Park, White Plains",New York,NY
2020-06-01,"Portage, IN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nwitimes.com/news/local/porter/portage/portage-protest-rally-calls-for-justice/article_4895489f-e900-5b35-be63-138725877492.html,2,Portage,Indiana,IN
2020-06-01,"Big Spring, TX",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bigspringherald.com/news/making-their-voices-heard---day-2-of-peaceful-protest-in-big-spring/article_ed910cba-a4d8-11ea-9823-7b77aa6176c2.html,2,Big Spring,Texas,TX
2020-06-01,"City Hall, North Charleston, SC",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.postandcourier.com/news/north-charleston-police-report-7-people-arrested-during-monday-evening-protest/article_aafa21a4-a4c2-11ea-a0ea-c7d7be6bda04.html,4,"City Hall, North Charleston",South Carolina,SC
2020-06-01,"Oskaloosa, IA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.oskaloosa.com/news/local_news/community-members-hold-peaceful-rallies-for-unity/article_dbe5ca38-a685-11ea-96f1-175f4fb3c13b.html,2,Oskaloosa,Iowa,IA
2020-06-01,"Niagara Square, Buffalo, NY",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://buffalonews.com/2020/06/01/protesters-chanting-shut-it-down-left-niagara-square-but-found-police-lines-waiting-for-them/,8,"Niagara Square, Buffalo",New York,NY
2020-06-01,"Buffalo, NY",1.0,Healthcare,Healthcare; For revising treatment standards; Against regulation; Coronavirus,No,https://buffalonews.com/2020/06/01/pan-african-flag-raised-in-niagara-square-protesters-kneel-and-pray/,1,Buffalo,New York,NY
2020-06-01,"City Hall, Cerritos, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-06-01/protesters-march-in-cerritos-and-invite-sheriffs-deputies-to-join-them,1,"City Hall, Cerritos",California,CA
2020-06-01,"Eugene, OR",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.registerguard.com/news/20200602/hundreds-march-in-eugene-monday-night-as-local-demonstrations-continue,4,Eugene,Oregon,OR
2020-06-01,"San Antonio, TX",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.expressnews.com/news/local/article/On-third-day-of-San-Antonio-protests-15309742.php,4,San Antonio,Texas,TX
2020-06-01,"Palm Springs, CA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.desertsun.com/story/news/local/cathedral-city/2020/06/04/george-floyd-protest-held-cathedral-city/3148895001/,3,Palm Springs,California,CA
2020-06-01,"Palm Desert, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.desertsun.com/story/news/2020/06/01/demonstrations-over-death-george-floyd-planned-across-palm-springs-area/5308128002/,4,Palm Desert,California,CA
2020-06-01,"South Bend, IN",100.0,Other,Other; Against closure/relocation; Coronavirus,No,https://www.southbendtribune.com/news/local/crowd-rallies-to-save-south-bend-ymca-after-sudden-closure-the-ymca-is-part-of/article_4c7171b4-a422-11ea-9244-83932217d1b2.html,1,South Bend,Indiana,IN
2020-06-01,"State Capitol, Boise, ID",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kivitv.com/news/black-lives-matter-protest-in-boise,5,"State Capitol, Boise",Idaho,ID
2020-06-01,"Santana Park, Corona, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pe.com/hundreds-gather-in-corona-to-hear-speeches-march-in-protest-of-george-floyd-death,2,"Santana Park, Corona",California,CA
2020-06-01,"West Hollywood, Los Angeles, CA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailynews.com/peaceful-young-protesters-rally-for-justice-in-west-hollywood,2,"West Hollywood, Los Angeles",California,CA
2020-06-01,"West Covina, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sgvtribune.com/entrances-to-west-covina-shopping-center-closed-due-to-protest,2,West Covina,California,CA
2020-06-01,"Walnut, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sgvtribune.com/crowd-gathers-for-peaceful-protest-in-walnut,1,Walnut,California,CA
2020-06-01,"Naperville, IL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyherald.com/news/20200608/two-charged-with-defacement-after-naperville-protest,3,Naperville,Illinois,IL
2020-06-01,"San Jose, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/bay-area-protesters-gather-for-fifth-day-of-george-floyd-demonstrations,3,San Jose,California,CA
2020-06-01,"Walnut Creek, CA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mercurynews.com/bay-area-protesters-gather-for-fifth-day-of-george-floyd-demonstrations,6,Walnut Creek,California,CA
2020-06-01,"Emerald Glen Park, Dublin, CA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mercurynews.com/bay-area-protesters-gather-for-fifth-day-of-george-floyd-demonstrations,3,"Emerald Glen Park, Dublin",California,CA
2020-06-01,"Centennial Park, Fort Myers, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox4now.com/news/local-news/demonstrators-peacefully-protest-in-downtown-fort-myers,4,"Centennial Park, Fort Myers",Florida,FL
2020-06-01,"Lenoir County Courthouse, Kinston, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kinston.com/news/20200601/kinston-protest-ends-in-peace-prayer-and-song,1,"Lenoir County Courthouse, Kinston",North Carolina,NC
2020-06-01,"Pensacola, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pnj.com/story/news/2020/06/01/george-floyd-protests-supporters-bring-supplies-pensacola-protesters/5311113002/,1,Pensacola,Florida,FL
2020-06-01,"Miles Park, Indio, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.desertsun.com/story/news/2020/06/01/demonstrations-over-death-george-floyd-planned-across-palm-springs-area/5308128002/,1,"Miles Park, Indio",California,CA
2020-06-01,"New Canaan, CT",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ncadvertiser.com/news/article/New-Canaan-has-brief-quiet-protest-15309346.php,1,New Canaan,Connecticut,CT
2020-06-01,"Danville, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.godanriver.com/news/local/watch-now-were-in-this-together-danville-police-chief-says-as-city-leaders-protesters-march/article_a4370d80-b332-5e6f-8154-4e11113931e1.html,1,Danville,Virginia,VA
2020-06-01,"Civic Center, Van Nuys, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.smdp.com/newsom-welcomes-protest-rage-decries-violence-and-theft/192474,4,"Civic Center, Van Nuys",California,CA
2020-06-01,"Blacksburg, VA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.roanoke.com/news/nrv/watch-now-hundreds-gather-for-peaceful-protest-in-blacksburg/article_1fd8bbfd-9137-58ef-af10-0cf10d7c3a0d.html,3,Blacksburg,Virginia,VA
2020-06-01,"University of Michigan, Ann Arbor, MI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.michigandaily.com/section/crime/%E2%80%98-different-world%E2%80%99-over-one-thousand-rally-against-racial-injustice-diag,2,"University of Michigan, Ann Arbor",Michigan,MI
2020-06-01,"State House, Columbia, SC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wistv.com/2020/06/01/how-about-work-with-us-sheriff-says-protesters-should-find-another-course-action-third-day-columbia-protests-begin/,3,"State House, Columbia",South Carolina,SC
2020-06-01,"Yucaipa, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.redlandsdailyfacts.com/speakers-upset-over-armed-men-at-yucaipa-protest-call-for-councilman-to-resign,1,Yucaipa,California,CA
2020-06-01,"Yucaipa, CA",,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://www.redlandsdailyfacts.com/speakers-upset-over-armed-men-at-yucaipa-protest-call-for-councilman-to-resign,1,Yucaipa,California,CA
2020-06-01,"Ellensburg, WA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrecordnews.com/news/person-with-covid-19-attended-protest-marches/article_299bac17-c3cc-54d6-ade9-173382ed16b7.html,3,Ellensburg,Washington,WA
2020-06-01,"Silver Lake Park, Staten Island, NY",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.silive.com/news/2020/06/curtis-hs-students-conduct-educational-demonstration-at-silver-lake-park.html,1,"Silver Lake Park, Staten Island",New York,NY
2020-06-01,"Louisville, KY",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/2020/06/01/louisville-updates-aftermath-david-mcatee-shooting/5311384002/,6,Louisville,Kentucky,KY
2020-06-01,"Kansas City, MO",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kansascity.com/news/local/article243217136.html,5,Kansas City,Missouri,MO
2020-06-01,"Norfolk, VA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pilotonline.com/news/vp-nw-portsmouth-police-discipline-20200609-7hfygd3lebanzdur3ltbboaqe4-story.html,2,Norfolk,Virginia,VA
2020-06-01,"Palo Alto, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.almanacnews.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd,7,Palo Alto,California,CA
2020-06-01,"Columbia, MO",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.columbiatribune.com/news/20200609/monday-protest-smaller-but-marchers-dedicated-to-cause,5,Columbia,Missouri,MO
2020-06-01,"Topeka, KS",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www2.ljworld.com/news/state-region/2020/jun/02/7-arrested-in-protest-at-topeka-police-headquarters/,4,Topeka,Kansas,KS
2020-06-01,"Waterville, ME",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.centralmaine.com/2020/06/01/hundreds-line-waterville-streets-to-protest-racism-in-aftermath-of-minneapolis-mans-death/,2,Waterville,Maine,ME
2020-06-01,"Hampton Beach, NH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/87e423deaadebc49a33d194fb1b9bcec,5,Hampton Beach,New Hampshire,NH
2020-06-01,"Eau Claire, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.leadertelegram.com/covid-19/officials-significant-risk-of-spreading-virus-at-rallies-masks-recommended/article_55ee32bc-7606-5288-95c9-dabc33bf621c.html,3,Eau Claire,Wisconsin,WI
2020-06-01,"Byesville, OH",70.0,Collective Bargaining,Collective Bargaining; For unionization; For better compensation,No,https://www.daily-jeff.com/news/20200601/we-got-plenty-of-local-help-local-laborers-protest-out-of-state-workers-at-power-plant,1,Byesville,Ohio,OH
2020-06-01,"Nelson English Park, Key West, FL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://keysnews.com/article/story/hundreds-protest-peacefully-in-key-west/,3,"Nelson English Park, Key West",Florida,FL
2020-06-01,"Anoka, MN",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hometownsource.com/abc_newspapers/free/updated-peaceful-protesters-gather-june-1-in-anoka/article_985927e8-a413-11ea-8ec4-e79476c64fb8.html,2,Anoka,Minnesota,MN
2020-06-01,"Kissimmee, FL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.orlandosentinel.com/news/breaking-news/os-ne-george-floyd-protests-orlando-derek-chauvin-20200601-vbj3e3gtizbxtnt2rjsed7uxi4-story.html,3,Kissimmee,Florida,FL
2020-06-01,"Orlando, FL",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.orlandosentinel.com/news/breaking-news/os-ne-george-floyd-protests-orlando-derek-chauvin-20200601-vbj3e3gtizbxtnt2rjsed7uxi4-story.html,3,Orlando,Florida,FL
2020-06-01,"Perkins Park, Warren, OH",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wfmj.com/story/42198073/hundreds-fill-perkins-park-in-warren-for-protest,5,"Perkins Park, Warren",Ohio,OH
2020-06-01,"Town Hall, Cheshire, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.myrecordjournal.com/News/Cheshire-Citizen/Cheshire-News/Cheshire-residents-join-nation-in-protesting-death-of-George-Floyd.html,1,"Town Hall, Cheshire",Connecticut,CT
2020-06-01,"Downtown, Seattle, WA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldnet.com/northwest/george-floyd-protest-turns-chaotic-on-seattles-capitol-hill/,13,"Downtown, Seattle",Washington,WA
2020-06-01,"Huntsville, AL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrepublic.com/all-dr-news/wires/rubber-bullets-tear-gas-pepper-spray-what-happened-in-huntsville-through-the-eyes-of-protesters-al-com/,4,Huntsville,Alabama,AL
2020-06-01,"Landis Park, Vineland, NJ",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thedailyjournal.com/story/news/2020/06/02/protesters-vineland-call-justice-after-death-george-floyd/5312631002/,1,"Landis Park, Vineland",New Jersey,NJ
2020-06-01,"Chambersburg, PA",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.publicopiniononline.com/story/news/local/2020/06/01/chambersburg-citizens-protest-solidarity-black-lives-matter/5312171002/,1,Chambersburg,Pennsylvania,PA
2020-06-01,"Shreveport, LA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.arklatexhomepage.com/news/shreveport-protesters-call-for-change-within-spd/,1,Shreveport,Louisiana,LA
2020-06-01,"Bonita Springs, FL",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.naplesnews.com/story/news/local/2020/06/02/bonita-springs-black-lives-matter-peaceful-protest-held-after-george-floyd-death/5310205002/,3,Bonita Springs,Florida,FL
2020-06-01,"Wilmington, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.starnewsonline.com/news/20200601/wilmington-protesters-chant-george-floydrsquo-from-city-steps,3,Wilmington,North Carolina,NC
2020-06-01,"Murfreesboro, TN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dnj.com/story/news/local/2020/06/01/marchers-protest-mtsu-arrest-murfreesboro/5310432002/,4,Murfreesboro,Tennessee,TN
