"","State","Filed.week.ended","Initial.Claims","Reflecting.Week.Ended","Continued.Claims","Covered.Employment","Insured.Unemployment.Rate"
"3156","South Carolina",2019-10-05,2359,2019-09-28,13277,2058157,0.65
"3157","South Carolina",2019-10-12,2157,2019-10-05,13037,2070232,0.63
"3158","South Carolina",2019-10-19,1988,2019-10-12,13356,2070232,0.65
"3159","South Carolina",2019-10-26,2066,2019-10-19,13215,2070232,0.64
"3160","South Carolina",2019-11-02,2050,2019-10-26,13422,2070232,0.65
"3161","South Carolina",2019-11-09,3380,2019-11-02,13774,2070232,0.67
"3162","South Carolina",2019-11-16,2205,2019-11-09,13829,2070232,0.67
"3163","South Carolina",2019-11-23,2496,2019-11-16,14164,2070232,0.68
"3164","South Carolina",2019-11-30,1548,2019-11-23,13783,2070232,0.67
"3165","South Carolina",2019-12-07,3965,2019-11-30,15338,2070232,0.74
"3166","South Carolina",2019-12-14,2495,2019-12-07,14731,2070232,0.71
"3167","South Carolina",2019-12-21,2931,2019-12-14,15119,2070232,0.73
"3168","South Carolina",2019-12-28,2181,2019-12-21,15271,2070232,0.74
"3169","South Carolina",2020-01-04,7471,2019-12-28,18922,2070232,0.91
"3170","South Carolina",2020-01-11,4629,2020-01-04,21587,2077535,1.04
"3171","South Carolina",2020-01-18,3126,2020-01-11,18780,2077535,0.9
"3172","South Carolina",2020-01-25,2248,2020-01-18,17113,2077535,0.82
"3173","South Carolina",2020-02-01,2099,2020-01-25,17061,2077535,0.82
"3174","South Carolina",2020-02-08,2054,2020-02-01,16669,2077535,0.8
"3175","South Carolina",2020-02-15,2088,2020-02-08,16547,2077535,0.8
"3176","South Carolina",2020-02-22,1824,2020-02-15,16239,2077535,0.78
"3177","South Carolina",2020-02-29,1977,2020-02-22,15779,2077535,0.76
"3178","South Carolina",2020-03-07,1889,2020-02-29,15341,2077535,0.74
"3179","South Carolina",2020-03-14,2093,2020-03-07,15032,2077535,0.72
"3180","South Carolina",2020-03-21,31826,2020-03-14,15111,2077535,0.73
"3181","South Carolina",2020-03-28,66475,2020-03-21,30341,2077535,1.46
"3182","South Carolina",2020-04-04,86573,2020-03-28,75521,2077535,3.64
"3183","South Carolina",2020-04-11,89147,2020-04-04,126994,2087060,6.08
"3184","South Carolina",2020-04-18,74362,2020-04-11,179769,2087060,8.61
"3185","South Carolina",2020-04-25,66438,2020-04-18,240956,2087060,11.55
"3186","South Carolina",2020-05-02,47673,2020-04-25,260409,2087060,12.48
"3187","South Carolina",2020-05-09,33191,2020-05-02,268701,2087060,12.87
"3188","South Carolina",2020-05-16,29899,2020-05-09,256676,2087060,12.3
"3189","South Carolina",2020-05-23,25380,2020-05-16,241793,2087060,11.59
"3190","South Carolina",2020-05-30,18910,2020-05-23,214814,2087060,10.29
"3191","South Carolina",2020-06-06,23188,2020-05-30,212570,2087060,10.19
"3192","South Carolina",2020-06-13,19853,2020-06-06,200903,2087060,9.63
"3193","South Dakota",2019-01-05,354,2018-12-29,2777,412446,0.67
"3194","South Dakota",2019-01-12,548,2019-01-05,3022,413159,0.73
"3195","South Dakota",2019-01-19,331,2019-01-12,3085,413159,0.75
"3196","South Dakota",2019-01-26,274,2019-01-19,3140,413159,0.76
"3197","South Dakota",2019-02-02,318,2019-01-26,3283,413159,0.79
"3198","South Dakota",2019-02-09,334,2019-02-02,3375,413159,0.82
"3199","South Dakota",2019-02-16,280,2019-02-09,3352,413159,0.81
"3200","South Dakota",2019-02-23,239,2019-02-16,3401,413159,0.82
"3201","South Dakota",2019-03-02,221,2019-02-23,3346,413159,0.81
"3202","South Dakota",2019-03-09,214,2019-03-02,3421,413159,0.83
"3203","South Dakota",2019-03-16,143,2019-03-09,3312,413159,0.8
"3204","South Dakota",2019-03-23,171,2019-03-16,3249,413159,0.79
"3205","South Dakota",2019-03-30,149,2019-03-23,2922,413159,0.71
"3206","South Dakota",2019-04-06,143,2019-03-30,2666,413159,0.65
"3207","South Dakota",2019-04-13,81,2019-04-06,2127,414529,0.51
"3208","South Dakota",2019-04-20,179,2019-04-13,1955,414529,0.47
"3209","South Dakota",2019-04-27,126,2019-04-20,1673,414529,0.4
"3210","South Dakota",2019-05-04,167,2019-04-27,1359,414529,0.33
"3211","South Dakota",2019-05-11,187,2019-05-04,1183,414529,0.29
"3212","South Dakota",2019-05-18,164,2019-05-11,1114,414529,0.27
"3213","South Dakota",2019-05-25,280,2019-05-18,1050,414529,0.25
"3214","South Dakota",2019-06-01,205,2019-05-25,1117,414529,0.27
"3215","South Dakota",2019-06-08,208,2019-06-01,1183,414529,0.29
"3216","South Dakota",2019-06-15,204,2019-06-08,1017,414529,0.25
"3217","South Dakota",2019-06-22,157,2019-06-15,1041,414529,0.25
"3218","South Dakota",2019-06-29,180,2019-06-22,1044,414529,0.25
"3219","South Dakota",2019-07-06,152,2019-06-29,967,414529,0.23
"3220","South Dakota",2019-07-13,204,2019-07-06,1195,415624,0.29
"3221","South Dakota",2019-07-20,204,2019-07-13,1117,415624,0.27
"3222","South Dakota",2019-07-27,150,2019-07-20,1174,415624,0.28
"3223","South Dakota",2019-08-03,136,2019-07-27,1137,415624,0.27
"3224","South Dakota",2019-08-10,134,2019-08-03,1084,415624,0.26
"3225","South Dakota",2019-08-17,158,2019-08-10,1090,415624,0.26
"3226","South Dakota",2019-08-24,144,2019-08-17,1038,415624,0.25
"3227","South Dakota",2019-08-31,122,2019-08-24,876,415624,0.21
"3228","South Dakota",2019-09-07,103,2019-08-31,812,415624,0.2
"3229","South Dakota",2019-09-14,151,2019-09-07,825,415624,0.2
"3230","South Dakota",2019-09-21,124,2019-09-14,846,415624,0.2
"3231","South Dakota",2019-09-28,147,2019-09-21,804,415624,0.19
"3232","South Dakota",2019-10-05,185,2019-09-28,804,415624,0.19
"3233","South Dakota",2019-10-12,156,2019-10-05,785,416296,0.19
"3234","South Dakota",2019-10-19,174,2019-10-12,792,416296,0.19
"3235","South Dakota",2019-10-26,206,2019-10-19,856,416296,0.21
"3236","South Dakota",2019-11-02,273,2019-10-26,863,416296,0.21
"3237","South Dakota",2019-11-09,318,2019-11-02,944,416296,0.23
"3238","South Dakota",2019-11-16,406,2019-11-09,1105,416296,0.27
"3239","South Dakota",2019-11-23,359,2019-11-16,1294,416296,0.31
"3240","South Dakota",2019-11-30,328,2019-11-23,1402,416296,0.34
"3241","South Dakota",2019-12-07,630,2019-11-30,1717,416296,0.41
"3242","South Dakota",2019-12-14,529,2019-12-07,2019,416296,0.48
"3243","South Dakota",2019-12-21,489,2019-12-14,2361,416296,0.57
"3244","South Dakota",2019-12-28,241,2019-12-21,2416,416296,0.58
"3245","South Dakota",2020-01-04,398,2019-12-28,2798,416296,0.67
"3246","South Dakota",2020-01-11,468,2020-01-04,2970,417030,0.71
"3247","South Dakota",2020-01-18,338,2020-01-11,2995,417030,0.72
"3248","South Dakota",2020-01-25,291,2020-01-18,3071,417030,0.74
"3249","South Dakota",2020-02-01,217,2020-01-25,3155,417030,0.76
"3250","South Dakota",2020-02-08,223,2020-02-01,3117,417030,0.75
"3251","South Dakota",2020-02-15,194,2020-02-08,3196,417030,0.77
"3252","South Dakota",2020-02-22,191,2020-02-15,3164,417030,0.76
"3253","South Dakota",2020-02-29,159,2020-02-22,3116,417030,0.75
"3254","South Dakota",2020-03-07,185,2020-02-29,3059,417030,0.73
"3255","South Dakota",2020-03-14,190,2020-03-07,2870,417030,0.69
"3256","South Dakota",2020-03-21,1761,2020-03-14,2674,417030,0.64
"3257","South Dakota",2020-03-28,6801,2020-03-21,3538,417030,0.85
"3258","South Dakota",2020-04-04,8138,2020-03-28,7568,417030,1.81
"3259","South Dakota",2020-04-11,6359,2020-04-04,14431,417997,3.45
"3260","South Dakota",2020-04-18,5295,2020-04-11,19664,417997,4.7
"3261","South Dakota",2020-04-25,5535,2020-04-18,22707,417997,5.43
"3262","South Dakota",2020-05-02,3929,2020-04-25,23791,417997,5.69
"3263","South Dakota",2020-05-09,5269,2020-05-02,23388,417997,5.6
"3264","South Dakota",2020-05-16,3891,2020-05-09,25186,417997,6.03
"3265","South Dakota",2020-05-23,3471,2020-05-16,22454,417997,5.37
"3266","South Dakota",2020-05-30,1498,2020-05-23,19629,417997,4.7
"3267","South Dakota",2020-06-06,880,2020-05-30,20573,417997,4.92
"3268","South Dakota",2020-06-13,1065,2020-06-06,18649,417997,4.46
"3269","Tennessee",2019-01-05,3465,2018-12-29,21362,3198199,0.67
"3270","Tennessee",2019-01-12,3898,2019-01-05,20964,3209282,0.65
"3271","Tennessee",2019-01-19,2859,2019-01-12,20313,3209282,0.63
"3272","Tennessee",2019-01-26,2392,2019-01-19,20121,3209282,0.63
"3273","Tennessee",2019-02-02,2463,2019-01-26,20243,3209282,0.63
"3274","Tennessee",2019-02-09,2252,2019-02-02,20014,3209282,0.62
"3275","Tennessee",2019-02-16,2133,2019-02-09,19790,3209282,0.62
"3276","Tennessee",2019-02-23,2129,2019-02-16,19576,3209282,0.61
"3277","Tennessee",2019-03-02,2136,2019-02-23,20041,3209282,0.62
"3278","Tennessee",2019-03-09,2027,2019-03-02,19103,3209282,0.6
"3279","Tennessee",2019-03-16,2248,2019-03-09,18153,3209282,0.57
"3280","Tennessee",2019-03-23,2367,2019-03-16,17699,3209282,0.55
"3281","Tennessee",2019-03-30,2485,2019-03-23,17614,3209282,0.55
"3282","Tennessee",2019-04-06,4318,2019-03-30,16781,3209282,0.52
"3283","Tennessee",2019-04-13,2164,2019-04-06,17942,3222597,0.56
"3284","Tennessee",2019-04-20,1961,2019-04-13,15172,3222597,0.47
"3285","Tennessee",2019-04-27,2106,2019-04-20,14715,3222597,0.46
"3286","Tennessee",2019-05-04,2154,2019-04-27,15562,3222597,0.48
"3287","Tennessee",2019-05-11,2421,2019-05-04,14554,3222597,0.45
"3288","Tennessee",2019-05-18,2546,2019-05-11,15247,3222597,0.47
"3289","Tennessee",2019-05-25,2977,2019-05-18,15825,3222597,0.49
"3290","Tennessee",2019-06-01,3865,2019-05-25,16966,3222597,0.53
"3291","Tennessee",2019-06-08,2889,2019-06-01,18681,3222597,0.58
"3292","Tennessee",2019-06-15,2363,2019-06-08,19297,3222597,0.6
"3293","Tennessee",2019-06-22,2323,2019-06-15,19459,3222597,0.6
"3294","Tennessee",2019-06-29,2904,2019-06-22,20118,3222597,0.62
"3295","Tennessee",2019-07-06,2995,2019-06-29,20367,3222597,0.63
"3296","Tennessee",2019-07-13,2706,2019-07-06,21734,3235868,0.67
"3297","Tennessee",2019-07-20,2233,2019-07-13,20652,3235868,0.64
"3298","Tennessee",2019-07-27,2198,2019-07-20,20514,3235868,0.63
"3299","Tennessee",2019-08-03,2282,2019-07-27,20495,3235868,0.63
"3300","Tennessee",2019-08-10,1997,2019-08-03,20176,3235868,0.62
"3301","Tennessee",2019-08-17,1893,2019-08-10,17668,3235868,0.55
"3302","Tennessee",2019-08-24,1994,2019-08-17,16610,3235868,0.51
"3303","Tennessee",2019-08-31,2221,2019-08-24,16597,3235868,0.51
"3304","Tennessee",2019-09-07,2124,2019-08-31,15889,3235868,0.49
"3305","Tennessee",2019-09-14,2104,2019-09-07,16248,3235868,0.5
"3306","Tennessee",2019-09-21,3295,2019-09-14,15831,3235868,0.49
"3307","Tennessee",2019-09-28,2924,2019-09-21,16770,3235868,0.52
"3308","Tennessee",2019-10-05,2880,2019-09-28,18120,3235868,0.56
"3309","Tennessee",2019-10-12,3186,2019-10-05,17866,3250062,0.55
"3310","Tennessee",2019-10-19,3046,2019-10-12,18737,3250062,0.58
"3311","Tennessee",2019-10-26,2270,2019-10-19,18643,3250062,0.57
"3312","Tennessee",2019-11-02,2161,2019-10-26,17970,3250062,0.55
"3313","Tennessee",2019-11-09,2481,2019-11-02,15686,3250062,0.48
"3314","Tennessee",2019-11-16,2159,2019-11-09,15384,3250062,0.47
"3315","Tennessee",2019-11-23,2161,2019-11-16,15588,3250062,0.48
"3316","Tennessee",2019-11-30,2034,2019-11-23,15429,3250062,0.47
"3317","Tennessee",2019-12-07,3310,2019-11-30,16809,3250062,0.52
"3318","Tennessee",2019-12-14,2476,2019-12-07,16589,3250062,0.51
"3319","Tennessee",2019-12-21,3253,2019-12-14,17212,3250062,0.53
"3320","Tennessee",2019-12-28,4590,2019-12-21,17634,3250062,0.54
"3321","Tennessee",2020-01-04,3084,2019-12-28,22163,3250062,0.68
"3322","Tennessee",2020-01-11,3711,2020-01-04,22398,3263988,0.69
"3323","Tennessee",2020-01-18,3093,2020-01-11,20441,3263988,0.63
"3324","Tennessee",2020-01-25,2484,2020-01-18,20786,3263988,0.64
"3325","Tennessee",2020-02-01,2362,2020-01-25,21364,3263988,0.65
"3326","Tennessee",2020-02-08,2161,2020-02-01,20670,3263988,0.63
"3327","Tennessee",2020-02-15,2140,2020-02-08,20485,3263988,0.63
"3328","Tennessee",2020-02-22,1855,2020-02-15,20139,3263988,0.62
"3329","Tennessee",2020-02-29,2014,2020-02-22,20413,3263988,0.63
"3330","Tennessee",2020-03-07,2032,2020-02-29,19035,3263988,0.58
"3331","Tennessee",2020-03-14,2702,2020-03-07,18450,3263988,0.57
"3332","Tennessee",2020-03-21,38077,2020-03-14,18350,3263988,0.56
"3333","Tennessee",2020-03-28,92500,2020-03-21,37541,3263988,1.15
"3334","Tennessee",2020-04-04,112186,2020-03-28,116179,3263988,3.56
"3335","Tennessee",2020-04-11,71887,2020-04-04,206472,3278927,6.3
"3336","Tennessee",2020-04-18,67226,2020-04-11,279895,3278927,8.54
"3337","Tennessee",2020-04-25,42805,2020-04-18,341033,3278927,10.4
"3338","Tennessee",2020-05-02,36323,2020-04-25,340249,3278927,10.38
"3339","Tennessee",2020-05-09,28377,2020-05-02,343212,3278927,10.47
"3340","Tennessee",2020-05-16,27990,2020-05-09,332745,3278927,10.15
"3341","Tennessee",2020-05-23,25439,2020-05-16,327768,3278927,10
"3342","Tennessee",2020-05-30,22255,2020-05-23,322117,3278927,9.82
"3343","Tennessee",2020-06-06,20908,2020-05-30,310065,3278927,9.46
"3344","Tennessee",2020-06-13,19413,2020-06-06,297873,3278927,9.08
"3345","Texas",2019-01-05,12905,2018-12-29,123402,11882030,1.04
"3346","Texas",2019-01-12,20493,2019-01-05,129887,11941735,1.09
"3347","Texas",2019-01-19,17453,2019-01-12,128985,11941735,1.08
"3348","Texas",2019-01-26,12479,2019-01-19,123476,11941735,1.03
"3349","Texas",2019-02-02,14161,2019-01-26,121027,11941735,1.01
"3350","Texas",2019-02-09,13526,2019-02-02,115008,11941735,0.96
"3351","Texas",2019-02-16,12388,2019-02-09,117176,11941735,0.98
"3352","Texas",2019-02-23,11766,2019-02-16,117832,11941735,0.99
"3353","Texas",2019-03-02,12099,2019-02-23,116340,11941735,0.97
"3354","Texas",2019-03-09,12760,2019-03-02,112808,11941735,0.94
"3355","Texas",2019-03-16,11580,2019-03-09,113456,11941735,0.95
"3356","Texas",2019-03-23,14382,2019-03-16,117994,11941735,0.99
"3357","Texas",2019-03-30,12327,2019-03-23,113639,11941735,0.95
"3358","Texas",2019-04-06,13093,2019-03-30,111714,11941735,0.94
"3359","Texas",2019-04-13,13868,2019-04-06,107707,12017875,0.9
"3360","Texas",2019-04-20,11439,2019-04-13,107033,12017875,0.89
"3361","Texas",2019-04-27,12084,2019-04-20,111704,12017875,0.93
"3362","Texas",2019-05-04,12748,2019-04-27,109585,12017875,0.91
"3363","Texas",2019-05-11,12959,2019-05-04,108102,12017875,0.9
"3364","Texas",2019-05-18,13807,2019-05-11,110505,12017875,0.92
"3365","Texas",2019-05-25,14355,2019-05-18,113260,12017875,0.94
"3366","Texas",2019-06-01,12773,2019-05-25,113823,12017875,0.95
"3367","Texas",2019-06-08,15186,2019-06-01,117425,12017875,0.98
"3368","Texas",2019-06-15,15081,2019-06-08,120357,12017875,1
"3369","Texas",2019-06-22,14494,2019-06-15,127130,12017875,1.06
"3370","Texas",2019-06-29,13655,2019-06-22,124259,12017875,1.03
"3371","Texas",2019-07-06,11598,2019-06-29,123852,12017875,1.03
"3372","Texas",2019-07-13,16144,2019-07-06,128079,12099046,1.06
"3373","Texas",2019-07-20,12958,2019-07-13,128199,12099046,1.06
"3374","Texas",2019-07-27,12265,2019-07-20,129557,12099046,1.07
"3375","Texas",2019-08-03,12915,2019-07-27,127475,12099046,1.05
"3376","Texas",2019-08-10,12816,2019-08-03,124234,12099046,1.03
"3377","Texas",2019-08-17,11694,2019-08-10,123607,12099046,1.02
"3378","Texas",2019-08-24,12619,2019-08-17,123914,12099046,1.02
"3379","Texas",2019-08-31,13048,2019-08-24,118901,12099046,0.98
"3380","Texas",2019-09-07,11500,2019-08-31,116035,12099046,0.96
"3381","Texas",2019-09-14,12273,2019-09-07,115892,12099046,0.96
"3382","Texas",2019-09-21,12440,2019-09-14,115497,12099046,0.95
"3383","Texas",2019-09-28,12691,2019-09-21,111924,12099046,0.93
"3384","Texas",2019-10-05,14146,2019-09-28,113493,12099046,0.94
"3385","Texas",2019-10-12,14342,2019-10-05,107905,12168097,0.89
"3386","Texas",2019-10-19,13058,2019-10-12,113394,12168097,0.93
"3387","Texas",2019-10-26,13183,2019-10-19,111596,12168097,0.92
"3388","Texas",2019-11-02,13861,2019-10-26,114549,12168097,0.94
"3389","Texas",2019-11-09,16393,2019-11-02,111391,12168097,0.92
"3390","Texas",2019-11-16,14335,2019-11-09,112751,12168097,0.93
"3391","Texas",2019-11-23,16139,2019-11-16,120254,12168097,0.99
"3392","Texas",2019-11-30,10359,2019-11-23,115092,12168097,0.95
"3393","Texas",2019-12-07,20649,2019-11-30,135760,12168097,1.12
"3394","Texas",2019-12-14,15037,2019-12-07,122185,12168097,1
"3395","Texas",2019-12-21,12589,2019-12-14,133899,12168097,1.1
"3396","Texas",2019-12-28,8947,2019-12-21,119380,12168097,0.98
"3397","Texas",2020-01-04,12367,2019-12-28,141473,12168097,1.16
"3398","Texas",2020-01-11,21902,2020-01-04,140768,12236594,1.15
"3399","Texas",2020-01-18,15783,2020-01-11,145126,12236594,1.19
"3400","Texas",2020-01-25,13070,2020-01-18,132656,12236594,1.08
"3401","Texas",2020-02-01,13818,2020-01-25,140826,12236594,1.15
"3402","Texas",2020-02-08,13869,2020-02-01,128666,12236594,1.05
"3403","Texas",2020-02-15,12790,2020-02-08,133475,12236594,1.09
"3404","Texas",2020-02-22,12047,2020-02-15,127275,12236594,1.04
"3405","Texas",2020-02-29,12692,2020-02-22,133247,12236594,1.09
"3406","Texas",2020-03-07,14355,2020-02-29,125252,12236594,1.02
"3407","Texas",2020-03-14,16176,2020-03-07,127905,12236594,1.05
"3408","Texas",2020-03-21,155426,2020-03-14,126427,12236594,1.03
"3409","Texas",2020-03-28,276185,2020-03-21,144697,12236594,1.18
"3410","Texas",2020-04-04,315167,2020-03-28,374656,12236594,3.06
"3411","Texas",2020-04-11,274257,2020-04-04,632470,12304547,5.14
"3412","Texas",2020-04-18,280761,2020-04-11,911923,12304547,7.41
"3413","Texas",2020-04-25,254084,2020-04-18,962122,12304547,7.82
"3414","Texas",2020-05-02,243935,2020-04-25,1133324,12304547,9.21
"3415","Texas",2020-05-09,141553,2020-05-02,1181609,12304547,9.6
"3416","Texas",2020-05-16,134065,2020-05-09,1300576,12304547,10.57
"3417","Texas",2020-05-23,127717,2020-05-16,1272557,12304547,10.34
"3418","Texas",2020-05-30,106677,2020-05-23,1401773,12304547,11.39
"3419","Texas",2020-06-06,89676,2020-05-30,1215507,12304547,9.88
"3420","Texas",2020-06-13,94723,2020-06-06,1297296,12304547,10.54
"3421","Utah",2019-01-05,1679,2018-12-29,11336,1440218,0.79
"3422","Utah",2019-01-12,1810,2019-01-05,11985,1418868,0.84
"3423","Utah",2019-01-19,1484,2019-01-12,12262,1418868,0.86
"3424","Utah",2019-01-26,1229,2019-01-19,12501,1418868,0.88
"3425","Utah",2019-02-02,1164,2019-01-26,12346,1418868,0.87
"3426","Utah",2019-02-09,1179,2019-02-02,12150,1418868,0.86
"3427","Utah",2019-02-16,1134,2019-02-09,12068,1418868,0.85
"3428","Utah",2019-02-23,1018,2019-02-16,11869,1418868,0.84
"3429","Utah",2019-03-02,946,2019-02-23,11540,1418868,0.81
"3430","Utah",2019-03-09,980,2019-03-02,11152,1418868,0.79
"3431","Utah",2019-03-16,914,2019-03-09,10758,1418868,0.76
"3432","Utah",2019-03-23,873,2019-03-16,10130,1418868,0.71
"3433","Utah",2019-03-30,855,2019-03-23,9653,1418868,0.68
"3434","Utah",2019-04-06,1026,2019-03-30,9000,1418868,0.63
"3435","Utah",2019-04-13,1364,2019-04-06,8001,1431642,0.56
"3436","Utah",2019-04-20,1103,2019-04-13,8146,1431642,0.57
"3437","Utah",2019-04-27,1006,2019-04-20,7785,1431642,0.54
"3438","Utah",2019-05-04,927,2019-04-27,7362,1431642,0.51
"3439","Utah",2019-05-11,923,2019-05-04,7084,1431642,0.49
"3440","Utah",2019-05-18,898,2019-05-11,6906,1431642,0.48
"3441","Utah",2019-05-25,1053,2019-05-18,6854,1431642,0.48
"3442","Utah",2019-06-01,918,2019-05-25,6778,1431642,0.47
"3443","Utah",2019-06-08,993,2019-06-01,6723,1431642,0.47
"3444","Utah",2019-06-15,885,2019-06-08,6653,1431642,0.46
"3445","Utah",2019-06-22,918,2019-06-15,6832,1431642,0.48
"3446","Utah",2019-06-29,957,2019-06-22,6676,1431642,0.47
"3447","Utah",2019-07-06,861,2019-06-29,6550,1431642,0.46
"3448","Utah",2019-07-13,949,2019-07-06,6712,1443356,0.47
"3449","Utah",2019-07-20,834,2019-07-13,6566,1443356,0.45
"3450","Utah",2019-07-27,758,2019-07-20,6649,1443356,0.46
"3451","Utah",2019-08-03,842,2019-07-27,6502,1443356,0.45
"3452","Utah",2019-08-10,882,2019-08-03,6489,1443356,0.45
"3453","Utah",2019-08-17,826,2019-08-10,6360,1443356,0.44
"3454","Utah",2019-08-24,850,2019-08-17,6282,1443356,0.44
"3455","Utah",2019-08-31,821,2019-08-24,5965,1443356,0.41
"3456","Utah",2019-09-07,822,2019-08-31,5897,1443356,0.41
"3457","Utah",2019-09-14,892,2019-09-07,5754,1443356,0.4
"3458","Utah",2019-09-21,856,2019-09-14,5868,1443356,0.41
"3459","Utah",2019-09-28,927,2019-09-21,5913,1443356,0.41
"3460","Utah",2019-10-05,1022,2019-09-28,5814,1443356,0.4
"3461","Utah",2019-10-12,984,2019-10-05,5779,1454279,0.4
"3462","Utah",2019-10-19,913,2019-10-12,5842,1454279,0.4
"3463","Utah",2019-10-26,1045,2019-10-19,5985,1454279,0.41
"3464","Utah",2019-11-02,1167,2019-10-26,6184,1454279,0.43
"3465","Utah",2019-11-09,1449,2019-11-02,6449,1454279,0.44
"3466","Utah",2019-11-16,1298,2019-11-09,6864,1454279,0.47
"3467","Utah",2019-11-23,1402,2019-11-16,7360,1454279,0.51
"3468","Utah",2019-11-30,1755,2019-11-23,7783,1454279,0.54
"3469","Utah",2019-12-07,2196,2019-11-30,8628,1454279,0.59
"3470","Utah",2019-12-14,1706,2019-12-07,9750,1454279,0.67
"3471","Utah",2019-12-21,1623,2019-12-14,9881,1454279,0.68
"3472","Utah",2019-12-28,1284,2019-12-21,10416,1454279,0.72
"3473","Utah",2020-01-04,1518,2019-12-28,11328,1454279,0.78
"3474","Utah",2020-01-11,1834,2020-01-04,11787,1459679,0.81
"3475","Utah",2020-01-18,1458,2020-01-11,12061,1459679,0.83
"3476","Utah",2020-01-25,1271,2020-01-18,12061,1459679,0.83
"3477","Utah",2020-02-01,1290,2020-01-25,11872,1459679,0.81
"3478","Utah",2020-02-08,1303,2020-02-01,12187,1459679,0.83
"3479","Utah",2020-02-15,1097,2020-02-08,12131,1459679,0.83
"3480","Utah",2020-02-22,1008,2020-02-15,11960,1459679,0.82
"3481","Utah",2020-02-29,885,2020-02-22,11451,1459679,0.78
"3482","Utah",2020-03-07,1015,2020-02-29,11077,1459679,0.76
"3483","Utah",2020-03-14,1305,2020-03-07,10701,1459679,0.73
"3484","Utah",2020-03-21,19690,2020-03-14,10826,1459679,0.74
"3485","Utah",2020-03-28,28532,2020-03-21,24635,1459679,1.69
"3486","Utah",2020-04-04,33040,2020-03-28,45161,1459679,3.09
"3487","Utah",2020-04-11,24515,2020-04-04,72798,1474336,4.94
"3488","Utah",2020-04-18,19649,2020-04-11,88281,1474336,5.99
"3489","Utah",2020-04-25,11738,2020-04-18,89495,1474336,6.07
"3490","Utah",2020-05-02,8992,2020-04-25,92872,1474336,6.3
"3491","Utah",2020-05-09,7076,2020-05-02,91591,1474336,6.21
"3492","Utah",2020-05-16,6228,2020-05-09,86298,1474336,5.85
"3493","Utah",2020-05-23,5405,2020-05-16,82054,1474336,5.57
"3494","Utah",2020-05-30,4948,2020-05-23,79316,1474336,5.38
"3495","Utah",2020-06-06,5382,2020-05-30,78145,1474336,5.3
"3496","Utah",2020-06-13,4803,2020-06-06,75383,1474336,5.11
"3497","Vermont",2019-01-05,699,2018-12-29,5755,302514,1.9
"3498","Vermont",2019-01-12,674,2019-01-05,5718,302240,1.89
"3499","Vermont",2019-01-19,576,2019-01-12,5485,302240,1.81
"3500","Vermont",2019-01-26,528,2019-01-19,5307,302240,1.76
"3501","Vermont",2019-02-02,692,2019-01-26,5415,302240,1.79
"3502","Vermont",2019-02-09,500,2019-02-02,5353,302240,1.77
"3503","Vermont",2019-02-16,479,2019-02-09,5384,302240,1.78
"3504","Vermont",2019-02-23,656,2019-02-16,5183,302240,1.71
"3505","Vermont",2019-03-02,845,2019-02-23,5351,302240,1.77
"3506","Vermont",2019-03-09,430,2019-03-02,5445,302240,1.8
"3507","Vermont",2019-03-16,641,2019-03-09,5219,302240,1.73
"3508","Vermont",2019-03-23,499,2019-03-16,5147,302240,1.7
"3509","Vermont",2019-03-30,397,2019-03-23,4841,302240,1.6
"3510","Vermont",2019-04-06,519,2019-03-30,4675,302240,1.55
"3511","Vermont",2019-04-13,698,2019-04-06,4381,302624,1.45
"3512","Vermont",2019-04-20,944,2019-04-13,4399,302624,1.45
"3513","Vermont",2019-04-27,663,2019-04-20,4431,302624,1.46
"3514","Vermont",2019-05-04,380,2019-04-27,3875,302624,1.28
"3515","Vermont",2019-05-11,434,2019-05-04,3289,302624,1.09
"3516","Vermont",2019-05-18,528,2019-05-11,3179,302624,1.05
"3517","Vermont",2019-05-25,430,2019-05-18,3203,302624,1.06
"3518","Vermont",2019-06-01,405,2019-05-25,3000,302624,0.99
"3519","Vermont",2019-06-08,312,2019-06-01,3101,302624,1.02
"3520","Vermont",2019-06-15,335,2019-06-08,2789,302624,0.92
"3521","Vermont",2019-06-22,837,2019-06-15,2798,302624,0.92
"3522","Vermont",2019-06-29,603,2019-06-22,3092,302624,1.02
"3523","Vermont",2019-07-06,538,2019-06-29,3210,302624,1.06
"3524","Vermont",2019-07-13,384,2019-07-06,3484,302699,1.15
"3525","Vermont",2019-07-20,262,2019-07-13,3217,302699,1.06
"3526","Vermont",2019-07-27,289,2019-07-20,3157,302699,1.04
"3527","Vermont",2019-08-03,296,2019-07-27,3115,302699,1.03
"3528","Vermont",2019-08-10,289,2019-08-03,3081,302699,1.02
"3529","Vermont",2019-08-17,321,2019-08-10,2808,302699,0.93
"3530","Vermont",2019-08-24,262,2019-08-17,2986,302699,0.99
"3531","Vermont",2019-08-31,205,2019-08-24,2563,302699,0.85
"3532","Vermont",2019-09-07,271,2019-08-31,1930,302699,0.64
"3533","Vermont",2019-09-14,240,2019-09-07,1904,302699,0.63
"3534","Vermont",2019-09-21,236,2019-09-14,1799,302699,0.59
"3535","Vermont",2019-09-28,249,2019-09-21,1820,302699,0.6
"3536","Vermont",2019-10-05,279,2019-09-28,1836,302699,0.61
"3537","Vermont",2019-10-12,308,2019-10-05,1830,303175,0.6
